CP;Placa;Fecha ;Mes ;Dia;hora ;Distancia 
" ""00057051012"""; SQY068; 2017-11-28T18;11;28;18;331380125000,00
" ""00057051012"""; SQY068; 2017-11-28T18;11;28;18;331374125000,00
" ""00057051012"""; SQY068; 2017-11-28T18;11;28;18;331374125000,00
" ""00057051012"""; SQY068; 2017-11-28T18;11;28;18;331361500000,00
" ""00057051012"""; SQY068; 2017-11-28T18;11;28;18;331352000000,00
" ""00057051012"""; SQY068; 2017-11-28T19;11;28;19;331413500000,00
" ""00057051012"""; SQY068; 2017-11-28T19;11;28;19;331404375000,00
" ""00057051012"""; SQY068; 2017-11-28T19;11;28;19;331395500000,00
" ""00057051012"""; SQY068; 2017-11-28T19;11;28;19;331388625000,00
" ""00057051012"""; SQY068; 2017-11-28T20;11;28;20;331429625000,00
" ""00057051012"""; SQY068; 2017-11-28T20;11;28;20;331416000000,00
" ""00057051012"""; SQY068; 2017-11-28T20;11;28;20;331413500000,00
" ""00057051012"""; SQY068; 2017-11-28T20;11;28;20;331413500000,00
" ""00057051012"""; SQY068; 2017-11-28T21;11;28;21;331449375000,00
" ""00057051012"""; SQY068; 2017-11-28T21;11;28;21;331440000000,00
" ""00057051012"""; SQY068; 2017-11-28T21;11;28;21;331434000000,00
" ""00057051012"""; SQY068; 2017-11-28T21;11;28;21;331434000000,00
" ""00057051012"""; SQY068; 2017-11-28T22;11;28;22;331465000000,00
" ""00057051012"""; SQY068; 2017-11-28T22;11;28;22;331464750000,00
" ""00057051012"""; SQY068; 2017-11-28T22;11;28;22;331456625000,00
" ""00057051012"""; SQY068; 2017-11-28T22;11;28;22;331452125000,00
" ""00057051012"""; SQY068; 2017-11-28T22;11;28;22;331451500000,00
" ""00057051012"""; SQY068; 2017-11-28T23;11;28;23;331491625000,00
" ""00057051012"""; SQY068; 2017-11-28T23;11;28;23;331483375000,00
" ""00057051012"""; SQY068; 2017-11-28T23;11;28;23;331476250000,00
" ""00057051012"""; SQY068; 2017-11-28T23;11;28;23;331472375000,00
" ""00057051012"""; SQY068; 2017-11-29T00;11;29;00;331519125000,00
" ""00057051012"""; SQY068; 2017-11-29T00;11;29;00;331518625000,00
" ""00057051012"""; SQY068; 2017-11-29T00;11;29;00;331518625000,00
" ""00057051012"""; SQY068; 2017-11-29T00;11;29;00;331518625000,00
" ""00057051012"""; SQY068; 2017-11-29T00;11;29;00;331508125000,00
" ""00057051012"""; SQY068; 2017-11-29T00;11;29;00;331499625000,00
" ""00057051012"""; SQY068; 2017-11-29T01;11;29;01;331522750000,00
" ""00057051012"""; SQY068; 2017-11-29T01;11;29;01;331522750000,00
" ""00057051012"""; SQY068; 2017-11-29T01;11;29;01;331522375000,00
" ""00057051012"""; SQY068; 2017-11-29T01;11;29;01;331522375000,00
" ""00057051012"""; SQY068; 2017-11-29T01;11;29;01;331522375000,00
" ""00057051012"""; SQY068; 2017-11-29T02;11;29;02;331523375000,00
" ""00057051012"""; SQY068; 2017-11-29T02;11;29;02;331523375000,00
" ""00057051012"""; SQY068; 2017-11-29T02;11;29;02;331522750000,00
" ""00057051012"""; SQY068; 2017-11-29T02;11;29;02;331522750000,00
" ""00057051012"""; SQY068; 2017-11-29T03;11;29;03;331523625000,00
" ""00057051012"""; SQY068; 2017-11-29T14;11;29;14;331523625000,00
" ""00057051012"""; SQY068; 2017-11-29T15;11;29;15;331524000000,00
" ""00057051012"""; SQY068; 2017-11-29T15;11;29;15;331523625000,00
" ""00057051012"""; SQY068; 2017-11-29T15;11;29;15;331523625000,00
" ""00057051012"""; SQY068; 2017-11-29T16;11;29;16;331554750000,00
" ""00057051012"""; SQY068; 2017-11-29T16;11;29;16;331545125000,00
" ""00057051012"""; SQY068; 2017-11-29T16;11;29;16;331535000000,00
" ""00057051012"""; SQY068; 2017-11-29T16;11;29;16;331529000000,00
" ""00057051012"""; SQY068; 2017-11-29T16;11;29;16;331524375000,00
" ""00057051012"""; SQY068; 2017-11-29T16;11;29;16;331524250000,00
" ""00057051012"""; SQY068; 2017-11-29T17;11;29;17;331583750000,00
" ""00057051012"""; SQY068; 2017-11-29T17;11;29;17;331580000000,00
" ""00057051012"""; SQY068; 2017-11-29T17;11;29;17;331576875000,00
" ""00057051012"""; SQY068; 2017-11-29T17;11;29;17;331576875000,00
" ""00057051012"""; SQY068; 2017-11-29T17;11;29;17;331567625000,00
" ""00057051012"""; SQY068; 2017-11-29T18;11;29;18;331607000000,00
" ""00057051012"""; SQY068; 2017-11-29T18;11;29;18;331601750000,00
" ""00057051012"""; SQY068; 2017-11-29T18;11;29;18;331596125000,00
" ""00057051012"""; SQY068; 2017-11-29T18;11;29;18;331591125000,00
" ""00057051012"""; SQY068; 2017-11-29T18;11;29;18;331587750000,00
" ""00057051012"""; SQY068; 2017-11-29T19;11;29;19;331634750000,00
" ""00057051012"""; SQY068; 2017-11-29T19;11;29;19;331622000000,00
" ""00057051012"""; SQY068; 2017-11-29T19;11;29;19;331616125000,00
" ""00057051012"""; SQY068; 2017-11-29T19;11;29;19;331611500000,00
" ""00057051012"""; SQY068; 2017-11-29T20;11;29;20;331652875000,00
" ""00057051012"""; SQY068; 2017-11-29T20;11;29;20;331652625000,00
" ""00057051012"""; SQY068; 2017-11-29T20;11;29;20;331652625000,00
" ""00057051012"""; SQY068; 2017-11-29T20;11;29;20;331649125000,00
" ""00057051012"""; SQY068; 2017-11-29T20;11;29;20;331643750000,00
" ""00057051012"""; SQY068; 2017-11-29T20;11;29;20;331643750000,00
" ""00057051012"""; SQY068; 2017-11-29T20;11;29;20;331627875000,00
" ""00057051012"""; SQY068; 2017-11-29T23;11;29;23;331663625000,00
" ""00057051012"""; SQY068; 2017-11-29T23;11;29;23;331653000000,00
" ""00057051012"""; SQY068; 2017-11-29T23;11;29;23;331652875000,00
" ""00057051012"""; SQY068; 2017-11-30T00;11;30;00;331724375000,00
" ""00057051012"""; SQY068; 2017-11-30T00;11;30;00;331710125000,00
" ""00057051012"""; SQY068; 2017-11-30T00;11;30;00;331697625000,00
" ""00057051012"""; SQY068; 2017-11-30T00;11;30;00;331685750000,00
" ""00057051012"""; SQY068; 2017-11-30T00;11;30;00;331677750000,00
" ""00057051012"""; SQY068; 2017-11-30T00;11;30;00;331677750000,00
" ""00057051012"""; SQY068; 2017-11-30T01;11;30;01;331782375000,00
" ""00057051012"""; SQY068; 2017-11-30T01;11;30;01;331770125000,00
" ""00057051012"""; SQY068; 2017-11-30T01;11;30;01;331761000000,00
" ""00057051012"""; SQY068; 2017-11-30T01;11;30;01;331738250000,00
" ""00057051012"""; SQY068; 2017-11-30T02;11;30;02;331810250000,00
" ""00057051012"""; SQY068; 2017-11-30T02;11;30;02;331809250000,00
" ""00057051012"""; SQY068; 2017-11-30T02;11;30;02;331800625000,00
" ""00057051012"""; SQY068; 2017-11-30T08;11;30;08;331829375000,00
" ""00057051012"""; SQY068; 2017-11-30T08;11;30;08;331829375000,00
" ""00057051012"""; SQY068; 2017-11-30T08;11;30;08;331822375000,00
" ""00057051012"""; SQY068; 2017-11-30T08;11;30;08;331815750000,00
" ""00057051012"""; SQY068; 2017-11-30T08;11;30;08;331810250000,00
" ""00057051012"""; SQY068; 2017-11-30T10;11;30;10;331829500000,00
" ""00057051012"""; SQY068; 2017-11-30T10;11;30;10;331829375000,00
" ""00057051012"""; SQY068; 2017-11-30T11;11;30;11;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T11;11;30;11;331829500000,00
" ""00057051012"""; SQY068; 2017-11-30T12;11;30;12;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T12;11;30;12;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T13;11;30;13;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T13;11;30;13;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T19;11;30;19;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T19;11;30;19;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T20;11;30;20;331835000000,00
" ""00057051012"""; SQY068; 2017-11-30T20;11;30;20;331831125000,00
" ""00057051012"""; SQY068; 2017-11-30T20;11;30;20;331829750000,00
" ""00057051012"""; SQY068; 2017-11-30T21;11;30;21;331835625000,00
" ""00057051012"""; SQY068; 2017-11-30T21;11;30;21;331835625000,00
" ""00057051012"""; SQY068; 2017-12-01T07;12;01;07;331840750000,00
" ""00057051012"""; SQY068; 2017-12-01T07;12;01;07;331835625000,00
" ""00057051012"""; SQY068; 2017-12-01T08;12;01;08;331864625000,00
" ""00057051012"""; SQY068; 2017-12-01T08;12;01;08;331858500000,00
" ""00057051012"""; SQY068; 2017-12-01T08;12;01;08;331849875000,00
" ""00057051012"""; SQY068; 2017-12-01T09;12;01;09;331865000000,00
" ""00057051012"""; SQY068; 2017-12-01T09;12;01;09;331864750000,00
" ""00057051012"""; SQY068; 2017-12-01T09;12;01;09;331864625000,00
" ""00057051012"""; SQY068; 2017-12-01T15;12;01;15;331865000000,00
" ""00057051012"""; SQY068; 2017-12-01T16;12;01;16;331883250000,00
" ""00057051012"""; SQY068; 2017-12-01T16;12;01;16;331883125000,00
" ""00057051012"""; SQY068; 2017-12-01T16;12;01;16;331878750000,00
" ""00057051012"""; SQY068; 2017-12-01T16;12;01;16;331876125000,00
" ""00057051012"""; SQY068; 2017-12-01T16;12;01;16;331866250000,00
" ""00057051012"""; SQY068; 2017-12-01T17;12;01;17;331905250000,00
" ""00057051012"""; SQY068; 2017-12-01T17;12;01;17;331905250000,00
" ""00057051012"""; SQY068; 2017-12-01T17;12;01;17;331904625000,00
" ""00057051012"""; SQY068; 2017-12-01T17;12;01;17;331894625000,00
" ""00057051012"""; SQY068; 2017-12-01T17;12;01;17;331887250000,00
" ""00057051012"""; SQY068; 2017-12-01T17;12;01;17;331885500000,00
" ""00057051012"""; SQY068; 2017-12-01T19;12;01;19;331905250000,00
" ""00057051012"""; SQY068; 2017-12-01T20;12;01;20;331905250000,00
" ""00057051012"""; SQY068; 2017-12-01T20;12;01;20;331905250000,00
" ""00057051012"""; SQY068; 2017-12-02T00;12;02;00;331905250000,00
" ""00057051012"""; SQY068; 2017-12-02T00;12;02;00;331905250000,00
" ""00057051012"""; SQY068; 2017-12-02T01;12;02;01;331924250000,00
" ""00057051012"""; SQY068; 2017-12-02T01;12;02;01;331920750000,00
" ""00057051012"""; SQY068; 2017-12-02T01;12;02;01;331911500000,00
" ""00057051012"""; SQY068; 2017-12-02T01;12;02;01;331905750000,00
" ""00057051012"""; SQY068; 2017-12-02T02;12;02;02;331961125000,00
" ""00057051012"""; SQY068; 2017-12-02T02;12;02;02;331950375000,00
" ""00057051012"""; SQY068; 2017-12-02T02;12;02;02;331942125000,00
" ""00057051012"""; SQY068; 2017-12-02T02;12;02;02;331931625000,00
" ""00057051012"""; SQY068; 2017-12-02T02;12;02;02;331926625000,00
" ""00057051012"""; SQY068; 2017-12-02T03;12;02;03;331993375000,00
" ""00057051012"""; SQY068; 2017-12-02T03;12;02;03;331988500000,00
" ""00057051012"""; SQY068; 2017-12-02T03;12;02;03;331981750000,00
" ""00057051012"""; SQY068; 2017-12-02T03;12;02;03;331974625000,00
" ""00057051012"""; SQY068; 2017-12-02T03;12;02;03;331967750000,00
" ""00057051012"""; SQY068; 2017-12-02T04;12;02;04;332030125000,00
" ""00057051012"""; SQY068; 2017-12-02T04;12;02;04;332024500000,00
" ""00057051012"""; SQY068; 2017-12-02T04;12;02;04;332016250000,00
" ""00057051012"""; SQY068; 2017-12-02T04;12;02;04;332006625000,00
" ""00057051012"""; SQY068; 2017-12-02T04;12;02;04;331997250000,00
" ""00057051012"""; SQY068; 2017-12-02T05;12;02;05;332062500000,00
" ""00057051012"""; SQY068; 2017-12-02T05;12;02;05;332055125000,00
" ""00057051012"""; SQY068; 2017-12-02T05;12;02;05;332050625000,00
" ""00057051012"""; SQY068; 2017-12-02T05;12;02;05;332044625000,00
" ""00057051012"""; SQY068; 2017-12-02T05;12;02;05;332036875000,00
" ""00057051012"""; SQY068; 2017-12-02T06;12;02;06;332095250000,00
" ""00057051012"""; SQY068; 2017-12-02T06;12;02;06;332088625000,00
" ""00057051012"""; SQY068; 2017-12-02T06;12;02;06;332079875000,00
" ""00057051012"""; SQY068; 2017-12-02T06;12;02;06;332070125000,00
" ""00057051012"""; SQY068; 2017-12-02T07;12;02;07;332159625000,00
" ""00057051012"""; SQY068; 2017-12-02T07;12;02;07;332152000000,00
" ""00057051012"""; SQY068; 2017-12-02T07;12;02;07;332126375000,00
" ""00057051012"""; SQY068; 2017-12-02T07;12;02;07;332112375000,00
" ""00057051012"""; SQY068; 2017-12-02T07;12;02;07;332104250000,00
" ""00057051012"""; SQY068; 2017-12-02T09;12;02;09;332170250000,00
" ""00057051012"""; SQY068; 2017-12-02T09;12;02;09;332159625000,00
" ""00057051012"""; SQY068; 2017-12-02T10;12;02;10;332219625000,00
" ""00057051012"""; SQY068; 2017-12-02T10;12;02;10;332212625000,00
" ""00057051012"""; SQY068; 2017-12-02T10;12;02;10;332204250000,00
" ""00057051012"""; SQY068; 2017-12-02T10;12;02;10;332197000000,00
" ""00057051012"""; SQY068; 2017-12-02T10;12;02;10;332190250000,00
" ""00057051012"""; SQY068; 2017-12-02T10;12;02;10;332179500000,00
" ""00057051012"""; SQY068; 2017-12-02T11;12;02;11;332242125000,00
" ""00057051012"""; SQY068; 2017-12-02T11;12;02;11;332234125000,00
" ""00057051012"""; SQY068; 2017-12-02T11;12;02;11;332226750000,00
" ""00057051012"""; SQY068; 2017-12-02T12;12;02;12;332296000000,00
" ""00057051012"""; SQY068; 2017-12-02T12;12;02;12;332285875000,00
" ""00057051012"""; SQY068; 2017-12-02T12;12;02;12;332278250000,00
" ""00057051012"""; SQY068; 2017-12-02T12;12;02;12;332269875000,00
" ""00057051012"""; SQY068; 2017-12-02T12;12;02;12;332259375000,00
" ""00057051012"""; SQY068; 2017-12-02T13;12;02;13;332346375000,00
" ""00057051012"""; SQY068; 2017-12-02T13;12;02;13;332338500000,00
" ""00057051012"""; SQY068; 2017-12-02T13;12;02;13;332331625000,00
" ""00057051012"""; SQY068; 2017-12-02T13;12;02;13;332323125000,00
" ""00057051012"""; SQY068; 2017-12-02T13;12;02;13;332309375000,00
" ""00057051012"""; SQY068; 2017-12-02T14;12;02;14;332356250000,00
" ""00057051012"""; SQY068; 2017-12-02T14;12;02;14;332355125000,00
" ""00057051012"""; SQY068; 2017-12-02T14;12;02;14;332350875000,00
" ""00057051012"""; SQY068; 2017-12-02T15;12;02;15;332356625000,00
" ""00057051012"""; SQY068; 2017-12-02T15;12;02;15;332356250000,00
" ""00057051012"""; SQY068; 2017-12-02T15;12;02;15;332356250000,00
" ""00057051012"""; SQY068; 2017-12-02T17;12;02;17;332360125000,00
" ""00057051012"""; SQY068; 2017-12-02T17;12;02;17;332357000000,00
" ""00057051012"""; SQY068; 2017-12-02T17;12;02;17;332356875000,00
" ""00057051012"""; SQY068; 2017-12-02T17;12;02;17;332356625000,00
" ""00057051012"""; SQY068; 2017-12-02T18;12;02;18;332383750000,00
" ""00057051012"""; SQY068; 2017-12-02T18;12;02;18;332382000000,00
" ""00057051012"""; SQY068; 2017-12-02T18;12;02;18;332374750000,00
" ""00057051012"""; SQY068; 2017-12-02T18;12;02;18;332369875000,00
" ""00057051012"""; SQY068; 2017-12-02T19;12;02;19;332383875000,00
" ""00057051012"""; SQY068; 2017-12-04T14;12;04;14;332383875000,00
" ""00057051012"""; SQY068; 2017-12-04T14;12;04;14;332383875000,00
" ""00057051012"""; SQY068; 2017-12-04T15;12;04;15;332387250000,00
" ""00057051012"""; SQY068; 2017-12-04T15;12;04;15;332387125000,00
" ""00057051012"""; SQY068; 2017-12-04T15;12;04;15;332384000000,00
" ""00057051012"""; SQY068; 2017-12-04T15;12;04;15;332384000000,00
" ""00057051012"""; SQY068; 2017-12-04T16;12;04;16;332387250000,00
" ""00057051012"""; SQY068; 2017-12-04T17;12;04;17;332387250000,00
" ""00057051012"""; SQY068; 2017-12-04T17;12;04;17;332387250000,00
" ""00057051012"""; SQY068; 2017-12-04T17;12;04;17;332387250000,00
" ""00057051012"""; SQY068; 2017-12-04T18;12;04;18;332387375000,00
" ""00057051012"""; SQY068; 2017-12-04T19;12;04;19;332387500000,00
" ""00057051012"""; SQY068; 2017-12-04T20;12;04;20;332387500000,00
" ""00057051012"""; SQY068; 2017-12-04T23;12;04;23;332387750000,00
" ""00057051012"""; SQY068; 2017-12-04T23;12;04;23;332387750000,00
" ""00057051012"""; SQY068; 2017-12-04T23;12;04;23;332387625000,00
" ""00057051012"""; SQY068; 2017-12-04T23;12;04;23;332387625000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332426375000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332420750000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332415750000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332409875000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332403500000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332393375000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332391125000,00
" ""00057051012"""; SQY068; 2017-12-05T00;12;05;00;332389250000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332532250000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332521000000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332513000000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332510125000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332505125000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332497750000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332487000000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332482375000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332473125000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332462375000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332456250000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332449375000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332443000000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332437625000,00
" ""00057051012"""; SQY068; 2017-12-05T07;12;05;07;332432750000,00
" ""00057051012"""; SQY068; 2017-12-05T11;12;05;11;332555750000,00
" ""00057051012"""; SQY068; 2017-12-05T11;12;05;11;332544625000,00
" ""00057051012"""; SQY068; 2017-12-05T11;12;05;11;332538875000,00
" ""00057051012"""; SQY068; 2017-12-05T11;12;05;11;332533000000,00
" ""00057051012"""; SQY068; 2017-12-05T12;12;05;12;332568375000,00
" ""00057051012"""; SQY068; 2017-12-05T12;12;05;12;332568125000,00
" ""00057051012"""; SQY068; 2017-12-05T12;12;05;12;332568125000,00
" ""00057051012"""; SQY068; 2017-12-05T12;12;05;12;332568125000,00
" ""00057051012"""; SQY068; 2017-12-05T12;12;05;12;332568000000,00
" ""00057051012"""; SQY068; 2017-12-05T14;12;05;14;332568625000,00
" ""00057051012"""; SQY068; 2017-12-05T14;12;05;14;332568375000,00
" ""00057051012"""; SQY068; 2017-12-05T15;12;05;15;332568625000,00
" ""00057051012"""; SQY068; 2017-12-05T16;12;05;16;332569375000,00
" ""00057051012"""; SQY068; 2017-12-05T16;12;05;16;332568875000,00
" ""00057051012"""; SQY068; 2017-12-05T16;12;05;16;332568875000,00
" ""00057051012"""; SQY068; 2017-12-05T17;12;05;17;332601875000,00
" ""00057051012"""; SQY068; 2017-12-05T17;12;05;17;332597125000,00
" ""00057051012"""; SQY068; 2017-12-05T17;12;05;17;332588000000,00
" ""00057051012"""; SQY068; 2017-12-05T17;12;05;17;332576750000,00
" ""00057051012"""; SQY068; 2017-12-05T19;12;05;19;332602125000,00
" ""00057051012"""; SQY068; 2017-12-05T19;12;05;19;332602000000,00
" ""00057051012"""; SQY068; 2017-12-05T19;12;05;19;332602000000,00
" ""00057051012"""; SQY068; 2017-12-05T19;12;05;19;332602000000,00
" ""00057051012"""; SQY068; 2017-12-05T19;12;05;19;332601875000,00
" ""00057051012"""; SQY068; 2017-12-05T20;12;05;20;332602250000,00
" ""00057051012"""; SQY068; 2017-12-05T20;12;05;20;332602250000,00
" ""00057051012"""; SQY068; 2017-12-05T20;12;05;20;332602125000,00
" ""00057051012"""; SQY068; 2017-12-05T20;12;05;20;332602125000,00
" ""00057051012"""; SQY068; 2017-12-05T21;12;05;21;332603500000,00
" ""00057051012"""; SQY068; 2017-12-05T21;12;05;21;332603375000,00
" ""00057051012"""; SQY068; 2017-12-05T21;12;05;21;332602250000,00
" ""00057051012"""; SQY068; 2017-12-05T22;12;05;22;332626000000,00
" ""00057051012"""; SQY068; 2017-12-05T22;12;05;22;332616875000,00
" ""00057051012"""; SQY068; 2017-12-05T22;12;05;22;332608750000,00
" ""00057051012"""; SQY068; 2017-12-05T22;12;05;22;332603625000,00
" ""00057051012"""; SQY068; 2017-12-05T22;12;05;22;332603625000,00
" ""00057051012"""; SQY068; 2017-12-05T23;12;05;23;332658125000,00
" ""00057051012"""; SQY068; 2017-12-05T23;12;05;23;332658125000,00
" ""00057051012"""; SQY068; 2017-12-05T23;12;05;23;332649500000,00
" ""00057051012"""; SQY068; 2017-12-05T23;12;05;23;332639250000,00
" ""00057051012"""; SQY068; 2017-12-06T00;12;06;00;332662000000,00
" ""00057051012"""; SQY068; 2017-12-06T00;12;06;00;332658875000,00
" ""00057051012"""; SQY068; 2017-12-06T00;12;06;00;332658125000,00
" ""00057051012"""; SQY068; 2017-12-06T01;12;06;01;332663000000,00
" ""00057051012"""; SQY068; 2017-12-06T01;12;06;01;332662500000,00
" ""00057051012"""; SQY068; 2017-12-06T01;12;06;01;332662500000,00
" ""00057051012"""; SQY068; 2017-12-06T10;12;06;10;332663000000,00
" ""00057051012"""; SQY068; 2017-12-06T11;12;06;11;332681000000,00
" ""00057051012"""; SQY068; 2017-12-06T11;12;06;11;332670875000,00
" ""00057051012"""; SQY068; 2017-12-06T11;12;06;11;332663750000,00
" ""00057051012"""; SQY068; 2017-12-06T11;12;06;11;332663750000,00
" ""00057051012"""; SQY068; 2017-12-06T11;12;06;11;332663000000,00
" ""00057051012"""; SQY068; 2017-12-06T11;12;06;11;332663000000,00
" ""00057051012"""; SQY068; 2017-12-06T12;12;06;12;332728250000,00
" ""00057051012"""; SQY068; 2017-12-06T12;12;06;12;332719125000,00
" ""00057051012"""; SQY068; 2017-12-06T12;12;06;12;332710250000,00
" ""00057051012"""; SQY068; 2017-12-06T12;12;06;12;332699500000,00
" ""00057051012"""; SQY068; 2017-12-06T12;12;06;12;332691250000,00
" ""00057051012"""; SQY068; 2017-12-06T12;12;06;12;332689000000,00
" ""00057051012"""; SQY068; 2017-12-06T13;12;06;13;332749125000,00
" ""00057051012"""; SQY068; 2017-12-06T13;12;06;13;332741500000,00
" ""00057051012"""; SQY068; 2017-12-06T13;12;06;13;332732000000,00
" ""00057051012"""; SQY068; 2017-12-06T14;12;06;14;332769625000,00
" ""00057051012"""; SQY068; 2017-12-06T14;12;06;14;332768625000,00
" ""00057051012"""; SQY068; 2017-12-06T14;12;06;14;332767250000,00
" ""00057051012"""; SQY068; 2017-12-06T14;12;06;14;332755375000,00
" ""00057051012"""; SQY068; 2017-12-06T15;12;06;15;332800625000,00
" ""00057051012"""; SQY068; 2017-12-06T15;12;06;15;332800625000,00
" ""00057051012"""; SQY068; 2017-12-06T15;12;06;15;332800625000,00
" ""00057051012"""; SQY068; 2017-12-06T15;12;06;15;332796875000,00
" ""00057051012"""; SQY068; 2017-12-06T15;12;06;15;332787500000,00
" ""00057051012"""; SQY068; 2017-12-06T15;12;06;15;332780250000,00
" ""00057051012"""; SQY068; 2017-12-06T16;12;06;16;332820500000,00
" ""00057051012"""; SQY068; 2017-12-06T16;12;06;16;332815250000,00
" ""00057051012"""; SQY068; 2017-12-06T16;12;06;16;332808000000,00
" ""00057051012"""; SQY068; 2017-12-06T17;12;06;17;332858375000,00
" ""00057051012"""; SQY068; 2017-12-06T17;12;06;17;332849875000,00
" ""00057051012"""; SQY068; 2017-12-06T17;12;06;17;332844625000,00
" ""00057051012"""; SQY068; 2017-12-06T17;12;06;17;332833500000,00
