Placas - ALIAS,Placa,Fecha,Aceleracion Fuerte,Acelerada rango alto,Acelerada rango medio,Acelerada rango vel bajo,Alarma Perdida Combustible,apagado del vehiculo,Apertura Puerta Carga,Autoreporte,Autorreporte Satelital,Cierre Puerta Carga,Control de audio,Desenganche,Distancia Calculada (Km),Distancia Recorrida (Km),encendido del vehiculo,Enganche,Estado antena gps,Exceso de velocidad,Exceso de Velocidad Zona Equipo,Exceso de Velocidad Zonas y Rutas,Falla Sensor Combustible,Fallo de bateria backup,Fallo de Bateria Principal,Fin carga de bateria,Fin Exceso de Velocidad,Frenada Fuerte,Frenada rango alto,Frenada rango de vel bajo,Frenada rango medio,Fuera del rango de velocidad,GPS FIX,GSM GPS Info,Horometro,Ingreso a,Inicio carga bateria,Interrogacion posicion,Interrogacion posicion Llamada,Interrogacion satelital,Lectura por Distancia o Tiempo,Maxima Velocidad,Mensaje Satelital,Mensaje SkyTrack,Movimiento Ilegal,Nivel bajo de bateria,Panico,Paquete satelital,Por tiempo de lectura,Pta cabina,Puerta carga abierta,Puerta carga cerrada,Salida de,Sensor de Temperatura dentro del Rango temp1,Sensor de Temperatura dentro del Rango temp2,Sobrepaso Inferior temp1,Sobrepaso Inferior temp2,Sobrepaso Superior temp1,Sobrepaso Superior temp2,Tiempo de Actividad,Tiempo en Exceso de velocidad,Tiempo fuera del rango de velocidad,Tiempo Ralenti,Velocidad Promedio,Mins. Fuera de Limite
BYB636,BYB636,15/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYB636,BYB636,16/04/2018,1,0,0,0,0,5,0,0,0,0,0,0,0,25.7,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1.555,0,0,0,0,0,0,53,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.066666667,24.3,0
BYB636,BYB636,17/04/2018,0,0,0,0,0,4,0,0,0,0,0,0,0,17.2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8775,0,0,0,0,0,0,51.7,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1.033333333,0,0,0.116666667,26.5,0
BYB636,BYB636,18/04/2018,3,0,0,0,0,23,0,0,0,0,0,0,0,110.6,23,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,4.667777778,0,0,0,0,0,0,107.2,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,4.7,0,0.45,1.133333333,47.3,27
BYB636,BYB636,19/04/2018,0,0,0,0,0,7,0,0,0,0,0,0,0,21.6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.334444444,0,0,0,0,0,0,51.9,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0.233333333,23.3,0
BYB636,BYB636,20/04/2018,0,0,0,0,0,6,0,0,0,0,0,0,0,19.6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.033888889,0,0,0,0,0,0,54.8,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1.266666667,0,0,0.233333333,25.2,0
BYB636,BYB636,21/04/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,17.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086388889,0,0,0,0,0,0,55.9,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.5,34.3,0
BYB636,BYB636,22/04/2018,0,0,0,0,0,2,0,0,0,0,0,0,0,15.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636944444,0,0,0,0,0,0,53.8,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,26.8,0
BYB636,BYB636,23/04/2018,0,0,0,0,0,7,0,0,0,0,0,0,0,25.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808055556,0,0,0,0,0,0,53.8,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0.483333333,27.3,0
BYB636,BYB636,24/04/2018,2,0,0,0,0,18,0,0,0,0,0,0,0,64,18,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4.5925,0,0,0,0,0,0,62.4,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,4.85,0,0,1.416666667,29.6,0
BYB636,BYB636,25/04/2018,4,0,0,0,0,15,0,0,0,0,0,0,0,114.9,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13,0,0,2.926388889,0,0,0,0,0,0,99.1,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,3.183333333,0,0.483333333,0.333333333,49.5,29
BYB636,BYB636,26/04/2018,0,0,0,0,0,5,0,0,0,0,0,0,0,58.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.611666667,0,0,0,0,0,0,98.4,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,1.866666667,0,0.083333333,0.116666667,45.3,5.1
BYB636,BYB636,27/04/2018,0,0,0,0,0,5,0,0,0,0,0,0,0,19.1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.296111111,0,0,0,0,0,0,44.7,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,1.483333333,0,0,0.233333333,24.3,0
BYB636,BYB636,28/04/2018,0,0,0,0,0,3,0,0,0,0,0,0,0,17.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939166667,0,0,0,0,0,0,46.2,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,1.016666667,0,0,0.066666667,26,0
BYB636,BYB636,29/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYB636,BYB636,30/04/2018,1,0,0,0,0,4,0,0,0,0,0,0,0,18.7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.218888889,0,0,0,0,0,0,65.2,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0.216666667,25.1,0
BYB636,BYB636,01/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYB636,BYB636,02/05/2018,1,0,0,0,0,12,0,0,0,0,0,0,0,34.9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.196666667,0,0,0,0,0,0,76,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,2.433333333,0,0,0.9,29,0
BYB636,BYB636,03/05/2018,1,0,0,0,0,7,0,0,0,0,0,0,0,24.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351111111,0,0,0,0,0,0,57.4,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,1.633333333,0,0,0.116666667,24.3,0
BYB636,BYB636,04/05/2018,0,0,0,0,0,5,0,0,0,0,0,0,0,25.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.444166667,0,0,0,0,0,0,57.5,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1.516666667,0,0,0.2,26.2,0
CBE618,CBE618,05/04/2018,0,0,0,0,0,17,0,2,0,0,0,0,89.16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.483333333,0,0,0,35.4,0
CBE618,CBE618,06/04/2018,0,0,0,0,0,10,0,3,0,0,0,0,60.38,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333,0,0,0,24.1,0
CBE618,CBE618,07/04/2018,0,0,0,0,0,14,0,3,0,0,0,0,51.37,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.283333333,0,0,0,24.6,0
CBE618,CBE618,08/04/2018,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
CBE618,CBE618,09/04/2018,0,0,0,0,0,14,0,2,0,0,0,0,55.12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.883333333,0,0,0,21.3,0
CBE618,CBE618,10/04/2018,0,0,0,0,0,11,0,4,0,0,0,0,47.36,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,0,22.5,0
CBE618,CBE618,11/04/2018,0,0,0,0,0,14,0,5,0,0,0,0,8.09,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.066666667,0,0,0,7.5,0
CBE618,CBE618,12/04/2018,0,0,0,0,0,10,0,4,0,0,0,0,77.35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.733333333,0,0,0,29.6,0
CBE618,CBE618,13/04/2018,0,0,0,0,0,15,0,3,0,0,0,0,53.38,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,24.9,0
CBE618,CBE618,14/04/2018,0,0,0,0,0,15,0,2,0,0,0,0,79.39,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,34.2,0
CBE618,CBE618,15/04/2018,0,0,0,0,0,1,0,8,0,0,0,0,2.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0,0,0,5.6,0
CBE618,CBE618,16/04/2018,0,0,0,0,0,28,0,0,0,0,0,0,98.89,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76666667,0,0,0,25.6,0
CBE618,CBE618,17/04/2018,0,0,0,0,0,12,0,2,0,0,0,0,136.44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,39.8,0
CBE618,CBE618,18/04/2018,0,0,0,0,0,18,0,2,0,0,0,0,62.3,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.383333333,0,0,0,24.6,0
CBE618,CBE618,19/04/2018,0,0,0,0,0,16,0,3,0,0,0,0,86.93,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85,0,0,0,27.5,0
CBE618,CBE618,20/04/2018,0,0,0,0,0,16,0,3,0,0,0,0,76.55,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.566666667,0,0,0,30.1,0
CBE618,CBE618,21/04/2018,0,0,0,0,0,13,0,4,0,0,0,0,69.35,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.866666667,0,0,0,28.8,0
CBE618,CBE618,22/04/2018,0,0,0,0,0,6,0,6,0,0,0,0,1.94,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,14.3,0
CBE618,CBE618,23/04/2018,0,0,0,0,0,18,0,4,0,0,0,0,61.89,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,23.8,0
CBE618,CBE618,24/04/2018,0,0,0,0,0,17,0,3,0,0,0,0,10.53,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.233333333,0,0,0,13.5,0
CBE618,CBE618,25/04/2018,0,0,0,0,0,14,0,3,0,0,0,0,46.9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316666667,0,0,0,26.4,0
CBE618,CBE618,26/04/2018,0,0,0,0,0,14,0,3,0,0,0,0,38.47,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.683333333,0,0,0,29.2,0
CBE618,CBE618,27/04/2018,0,0,0,0,0,6,0,5,0,0,0,0,53.65,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,26.1,0
CBE618,CBE618,28/04/2018,0,0,0,0,0,16,0,3,0,0,0,0,51.53,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.633333333,0,0,0,24.3,0
CBE618,CBE618,29/04/2018,0,0,0,0,0,1,0,7,0,0,0,0,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,5.6,0
CBE618,CBE618,30/04/2018,0,0,0,0,0,22,0,1,0,0,0,0,54.38,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.216666667,0,0,0,24.5,0
CBE618,CBE618,01/05/2018,0,0,0,0,0,1,0,7,0,0,0,0,1.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216666667,0,0,0,17,0
CBE618,CBE618,02/05/2018,0,0,0,0,0,12,0,3,0,0,0,0,55.27,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.633333333,0,0,0,25.5,0
CBE618,CBE618,03/05/2018,0,0,0,0,0,21,0,2,0,0,0,0,76.14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,27.9,0
CBE618,CBE618,04/05/2018,0,0,0,0,0,14,0,3,0,0,0,0,49.98,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.733333333,0,0,0,23.8,0
CBX729,CBX729,05/04/2018,0,0,0,0,0,12,0,5,0,0,0,0,5.91,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283333333,0,0,0,15.5,0
CBX729,CBX729,06/04/2018,0,0,0,0,0,19,0,5,0,0,0,0,16.33,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.566666667,0,0,0,19.1,0
CBX729,CBX729,07/04/2018,0,0,0,0,0,22,0,5,0,0,0,0,6.09,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466666667,0,0,0,13,0
CBX729,CBX729,08/04/2018,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBX729,CBX729,09/04/2018,0,0,0,0,0,10,0,4,0,0,0,0,0.74,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.683333333,0,0,0,0,0
CBX729,CBX729,10/04/2018,0,0,0,0,0,10,0,3,0,0,0,0,156.57,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11.48333333,0,0,0,34.3,0
CBX729,CBX729,11/04/2018,0,0,0,0,0,13,0,1,0,0,0,0,12.41,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.366666667,0,0,0,21.7,0
CBX729,CBX729,12/04/2018,0,0,0,0,0,6,0,6,0,0,0,0,3.08,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0,0,0,0,0
CBX729,CBX729,13/04/2018,0,0,0,0,0,12,0,3,0,0,0,0,17.29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.516666667,0,0,0,19.5,0
CBX729,CBX729,14/04/2018,0,0,0,0,0,8,0,6,0,0,0,0,6.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016666667,0,0,0,13.9,0
CBX729,CBX729,15/04/2018,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBX729,CBX729,16/04/2018,0,0,0,0,0,13,0,4,0,0,0,0,9.73,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.783333333,0,0,0,19.6,0
CBX729,CBX729,17/04/2018,0,0,0,0,0,26,0,5,0,0,0,0,34.77,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.133333333,0,0,0,16.6,0
CBX729,CBX729,18/04/2018,0,0,0,0,0,7,0,6,0,0,0,0,10.17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,15.9,0
CBX729,CBX729,19/04/2018,0,0,0,0,0,10,0,5,0,0,0,0,26.4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.216666667,0,0,0,19.2,0
CBX729,CBX729,20/04/2018,0,0,0,0,0,13,0,4,0,0,0,0,20.33,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,17.9,0
CBX729,CBX729,21/04/2018,0,0,0,0,0,3,0,8,0,0,0,0,7.37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116666667,0,0,0,21.2,0
CBX729,CBX729,22/04/2018,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBX729,CBX729,23/04/2018,0,0,0,0,0,6,0,6,0,0,0,0,11.57,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466666667,0,0,0,19.1,0
CBX729,CBX729,24/04/2018,0,0,0,0,0,13,0,3,0,0,0,0,149.55,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,41.2,0
CBX729,CBX729,25/04/2018,0,0,0,0,0,18,0,5,0,0,0,0,37.19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.983333333,0,0,0,23.2,0
CBX729,CBX729,26/04/2018,0,0,0,0,0,25,0,5,0,0,0,0,13.85,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916666667,0,0,0,20.7,0
