ORDEN;ITEM;Ingresos Brutos Venta de Productos PESIMISTA;Ingresos Brutos Servicios  PESIMISTA;Ingresos Brutos Arrendamientos PESIMISTA;TOTAL INGRESOS BRUTOS PESIMISTA;Devol. Rebajas. Dtos en Ventas Productos PESIMISTA;Devol. Rebajas. Dtos en Ventas Servicios PESIMISTA;Devol. Rebajas. Dtos en Arrendamientos PESIMISTA;TOTAL DE LAS DEDUCCIONES EN VENTAS PESIMISTA;Total Deducciones vs Ingresos Brutos PESIMISTA;TOTAL INGRESOS NETOS PESIMISTA;Costo de los Productos Vendidos PESIMISTA;Otros Costos en la Prestación de Servicios PESIMISTA;Costo Prestación de Servicios Arrendam. PESIMISTA;TOTAL COSTOS PESIMISTA;Costos vs Ingresos Netos PESIMISTA;UTILIDAD  BRUTA PESIMISTA;Margen Bruto PESIMISTA;GASTOS OPERACIONALES PESIMISTA;Gastos de Operación PESIMISTA;Gastos de Ventas PESIMISTA;Gastos de Administración PESIMISTA;Total Gastos Operacionales vs Ingresos Netos PESIMISTA;EBITDA PESIMISTA;Margen EBITDA PESIMISTA;Depreciación PESIMISTA;Amortización  PESIMISTA;UTILIDAD OPERACIONAL PESIMISTA;Margen Operacional PESIMISTA;Gastos No Operacionales PESIMISTA;Gastos Financieros PESIMISTA;Corrección Monetaria PESIMISTA;Ingresos No Operacionales / Otros PESIMISTA;UTILIDAD ANTES DE IMPUESTOS PESIMISTA;Utilidad Antes de Impuesto vs Ingresos Netos PESIMISTA;UTILIDAD NETA PESIMISTA;Margen Neto PESIMISTA;Ingresos Brutos Venta de Productos PROBABLE;Ingresos Brutos Servicios  PROBABLE;Ingresos Brutos Arrendamientos PROBABLE;TOTAL INGRESOS BRUTOS PROBABLE;Devol. Rebajas. Dtos en Ventas Productos PROBABLE;Devol. Rebajas. Dtos en Ventas Servicios PROBABLE;Devol. Rebajas. Dtos en Arrendamientos PROBABLE;TOTAL DE LAS DEDUCCIONES EN VENTAS PROBABLE;Total Deducciones vs Ingresos Brutos PROBABLE;TOTAL INGRESOS NETOS PROBABLE;Costo de los Productos Vendidos PROBABLE;Otros Costos en la Prestación de Servicios PROBABLE;Costo Prestación de Servicios Arrendam. PROBABLE;TOTAL COSTOS PROBABLE;Costos vs Ingresos Netos PROBABLE;UTILIDAD  BRUTA PROBABLE;Margen Bruto PROBABLE;GASTOS OPERACIONALES PROBABLE;Gastos de Operación PROBABLE;Gastos de Ventas PROBABLE;Gastos de Administración PROBABLE;Total Gastos Operacionales vs Ingresos Netos PROBABLE;EBITDA PROBABLE;Margen EBITDA PROBABLE;Depreciación  PROBABLE;Amortización  PROBABLE;UTILIDAD OPERACIONAL PROBABLE;Margen Operacional PROBABLE;Gastos No Operacionales PROBABLE;Gastos Financieros PROBABLE;Corrección Monetaria PROBABLE;Ingresos No Operacionales / Otros PROBABLE;UTILIDAD ANTES DE IMPUESTOS PROBABLE;Utilidad Antes de Impuesto vs Ingresos Netos PROBABLE;UTILIDAD NETA PROBABLE;Margen Neto PROBABLE;Ingresos Brutos Venta de Productos OPTIMISTA;Ingresos Brutos Servicios   OPTIMISTA;Ingresos Brutos Arrendamientos OPTIMISTA;TOTAL INGRESOS BRUTOS OPTIMISTA;Devol. Rebajas. Dtos en Ventas Productos OPTIMISTA;Devol. Rebajas. Dtos en Ventas Servicios OPTIMISTA;Devol. Rebajas. Dtos en Arrendamientos OPTIMISTA;TOTAL DE LAS DEDUCCIONES EN VENTAS OPTIMISTA;Total Deducciones vs Ingresos Brutos OPTIMISTA;TOTAL INGRESOS NETOS OPTIMISTA;Costo de los Productos Vendidos OPTIMISTA;Otros Costos en la Prestación de Servicios OPTIMISTA;Costo Prestación de Servicios Arrendam. OPTIMISTA;TOTAL COSTOS OPTIMISTA;Costos vs Ingresos Netos OPTIMISTA;UTILIDAD  BRUTA OPTIMISTA;Margen Bruto OPTIMISTA;GASTOS OPERACIONALES OPTIMISTA;Gastos de Operación OPTIMISTA;Gastos de Ventas OPTIMISTA;Gastos de Administración OPTIMISTA;Total Gastos Operacionales vs Ingresos Netos OPTIMISTA;EBITDA OPTIMISTA;Margen EBITDA OPTIMISTA;Depreciación OPTIMISTA;Amortización  OPTIMISTA;UTILIDAD OPERACIONAL OPTIMISTA;Margen Operacional OPTIMISTA;Gastos No Operacionales OPTIMISTA;Gastos Financieros OPTIMISTA;Corrección Monetaria OPTIMISTA;Ingresos No Operacionales / Otros OPTIMISTA;UTILIDAD ANTES DE IMPUESTOS OPTIMISTA;Utilidad Antes de Impuesto vs Ingresos Netos OPTIMISTA;UTILIDAD NETA OPTIMISTA;Margen Neto OPTIMISTA
8;AGOSTO;375158.144;1234752.064;20041.8;1629952.008;8690.356;80077.78323;5145;93913.13923;0.057617119;1536038.869;135642.9255;208853.7826;0;344496.7081;0.224276036;1191542.161;0.775723964;959279.4625;452256.9873;235003.8526;272018.6225;0.624515097;232262.6981;0.151208868;18515.89763;10517.11403;203229.6864;0.132307646;52734.13779;186761.6704;0;7757.27844;-28508.84336;-0.018559975;-28508.84336;-0.018559975;443155.668;1239626.384;20041.8;1702823.852;10273.775;80118.96723;5145;95537.74223;0.056105476;1607286.11;158558.759;209814.7277;0;368373.4867;0.229189741;1238912.623;0.770810259;963347.6988;452426.3728;238738.7778;272182.5482;0.599362922;275564.9242;0.171447338;18515.89763;10517.11403;246531.9125;0.153383963;52734.13779;186108.5454;0;7757.27844;15446.50777;0.009610304;15446.50777;0.009610304;625470.34;1253077.624;20041.8;1898589.764;14478.593;80222.55123;5145;99846.14423;0.052589636;1798743.62;219863.359;212307.2701;0;432170.6291;0.240262495;1366572.991;0.759737505;975054.462;452885.1486;249546.2598;272623.0536;0.542075286;391518.5286;0.21766222;18515.89763;10517.11403;362485.5169;0.201521503;52734.13779;184076.601;0;7757.27844;133432.0566;0.074180698;133432.0566;0.074180698
9;SEPTIEMBRE;378326.762;1252825.199;20041.8;1651193.761;9719.359;82101.67074;5145;96966.02974;0.058724804;1554227.732;142295.2515;170221.338;0;312516.5895;0.20107516;1241711.142;0.79892484;944329.4093;450245.6253;223663.2289;270420.5551;0.607587543;297381.7327;0.191337297;18515.89763;10517.11403;268348.721;0.172657273;53074.67574;180170.8893;0;21067.11358;56170.26955;0.036140308;56170.26955;0.036140308;446832.039;1258944.476;20041.8;1725818.315;11469.468;82195.34218;5145;98809.81018;0.057253889;1627008.504;166856.606;171202.2779;0;338058.8839;0.20777942;1288949.62;0.79222058;948576.0968;450429.539;227558.5487;270588.0091;0.583018524;340373.5236;0.209202056;18515.89763;10517.11403;311340.512;0.191357643;53074.67574;179087.1856;0;21067.11358;100245.7642;0.061613547;100245.7642;0.061613547;630751.37;1276385.396;20041.8;1927178.566;16193.598;82410.41418;5145;103749.0122;0.053834665;1823429.553;232109.569;173888.2653;0;405997.8343;0.222656167;1417431.719;0.777343833;960866.0525;450935.5234;238890.5944;271039.9347;0.526955402;456565.6666;0.250388432;18515.89763;10517.11403;427532.6549;0.234466231;53074.67574;175971.5375;0;21067.11358;219553.5553;0.12040693;219553.5553;0.12040693
23;Q3;1187217.106;3711070.611;45520.891;4943808.608;50711.69577;270468.4773;10689.904;331870.0771;0.201140179;4611938.531;479977.526;606074.6675;0;1086052.193;0.707303492;3525886.337;2.292696508;2882785.02;1360268.126;698727.9788;823788.9151;1.875589668;643101.317;0.417106839;57153.35956;31093.29834;554854.6591;0.359691729;159225.8091;553196.6617;0;63976.69027;-93591.12145;-0.062103431;-93591.12145;-0.062103431;1323719.907;3722064.207;45520.891;5091305.005;54045.22377;270603.3328;10689.904;335338.4605;0.19815762;4755966.545;527454.714;608016.5525;0;1135471.266;0.718921458;3620495.278;2.281078542;2891099.944;1360621.425;706358.2238;824120.2948;1.825868474;729395.334;0.455210068;57153.35956;31093.29834;641148.6761;0.399468416;159225.8091;551459.833;0;63976.69027;-5560.275696;-0.008459914;-5560.275696;-0.008459914;1689953.91;3752956.367;45520.891;5488431.168;62974.17177;270921.9888;10689.904;344586.0645;0.191222556;5143845.104;654012.277;613195.0823;0;1267207.359;0.744870958;3876637.744;2.255129042;2915096.663;1361586.186;728497.7515;825012.7258;1.712517716;961541.0814;0.542611326;57153.35956;31093.29834;873294.4235;0.490714544;159225.8091;546312.2404;0;63976.69027;231733.0642;0.114903864;231733.0642;0.114903864
10;OCTUBRE;397566.68;1249572.351;20041.8;1667180.831;9719.359;82246.99024;5145;97111.34924;0.05824884;1570069.481;147827.9515;192411.8225;0;340239.774;0.216703642;1229829.707;0.783296358;939172.9226;447458.1771;220751.7367;270963.0088;0.598172841;290656.7847;0.185123517;18465.13203;10517.11403;261674.5386;0.166664305;53218.78106;172936.5699;0;15572.66432;51091.85204;0.032541141;51091.85204;0.032541141;469278.61;1256613.507;20041.8;1745933.917;11469.468;82383.92569;5145;98998.39369;0.056702257;1646935.523;173731.306;193439.8607;0;367171.1667;0.222942041;1279764.357;0.777057959;943833.2965;447728.0202;224870.3553;271234.9209;0.573084546;335931.0601;0.203973413;18465.13203;10517.11403;306948.8141;0.186375732;53218.78106;171615.806;0;15572.66432;97686.89134;0.059314339;97686.89134;0.059314339;662817.9;1276149.02;20041.8;1959008.72;16193.598;82758.04858;5145;104096.6466;0.053137408;1854912.073;243010.269;196273.1674;0;439283.4364;0.236821703;1415628.637;0.763178297;957255.7264;448462.9406;236822.152;271970.6338;0.516065284;458372.9101;0.247113012;18465.13203;10517.11403;429390.6641;0.23148842;53218.78106;168030.8754;0;15572.66432;223713.6719;0.120606079;223713.6719;0.120606079
11;NOVIEMBRE;406648.58;1250906.186;20041.8;1677596.566;10065.136;82636.43134;5145;97846.56734;0.058325446;1579749.999;150589.4905;200679.915;0;351269.4055;0.222357592;1228480.593;0.777642408;979750.7801;462131.6926;239271.3486;278347.7389;0.620193563;248729.813;0.157448845;18515.89763;10517.11403;219696.8014;0.139070613;53339.31774;173118.4628;0;15782.32642;9021.347223;0.005710617;9021.347223;0.005710617;480318.91;1258709.466;20041.8;1759070.176;11900.645;82806.15934;5145;99851.80434;0.056763969;1659218.372;177352.8765;201738.9888;0;379091.8653;0.228476174;1280126.506;0.771523826;984691.8621;462415.6264;243647.3791;278628.8566;0.593467309;295434.6442;0.178056517;18515.89763;10517.11403;266401.6326;0.160558512;53339.31774;171550.9628;0;15782.32642;57293.67842;0.034530523;57293.67842;0.034530523;677954.4;1280436.651;20041.8;1978432.851;16769.893;83276.94114;5145;105191.8341;0.053169272;1873241.017;248716.934;204630.3474;0;453347.2814;0.242012254;1419893.736;0.757987746;998843.0486;463187.2885;256269.8027;279385.9575;0.533216516;421050.6871;0.22477123;18515.89763;10517.11403;392017.6754;0.209272417;53339.31774;167312.9073;0;15782.32642;187147.7768;0.099905872;187147.7768;0.099905872
12;DICIEMBRE;361809.08;1209968.801;20041.8;1591819.681;9117.983;78778.58845;5145;93041.57145;0.058449818;1498778.11;131904.808;161200.2595;0;293105.0675;0.195562682;1205673.042;0.804437318;974120.0523;462987.5658;220031.1783;291101.3083;0.649942807;231552.99;0.15449451;18515.89763;10517.11403;202519.9784;0.13512339;53331.50342;163816.4711;0;15828.59456;1200.598373;0.000801051;1200.598373;0.000801051;427845.91;1218238.078;20041.8;1666125.788;10779.889;78999.1399;5145;94924.0289;0.056972907;1571201.759;155773.2025;162177.5666;0;317950.7691;0.202361516;1253250.99;0.797638484;978386.2369;463160.3345;223999.62;291226.2825;0.622699301;274864.7527;0.174939183;18515.89763;10517.11403;245831.741;0.156460964;53331.50342;162219.9433;0;15828.59456;46108.88884;0.029346256;46108.88884;0.029346256;602762.8;1241542.067;20041.8;1864346.667;15171.141;79580.50224;5145;99896.64324;0.053582654;1764450.023;218685.6635;164841.4202;0;383527.0837;0.217363529;1380922.94;0.782636471;990400.6038;463633.7931;235207.059;291559.7517;0.561308391;390522.3359;0.22132808;18515.89763;10517.11403;361489.3242;0.204873654;53331.50342;157643.2304;0;15828.59456;166343.185;0.094274807;166343.185;0.094274807
24;Q4;1166024.34;3710447.338;60125.4;4936597.078;28902.478;243662.01;15435;287999.488;0.175024104;4648597.59;430322.25;554291.997;0;984614.247;0.634623916;3663983.343;2.365376084;2893043.755;1372577.435;680054.2636;840412.056;1.868309211;770939.5878;0.497066873;55496.92729;31551.34209;683891.3184;0.440858308;159889.6022;509871.5038;0;47183.58529;61313.79763;0.039052809;61313.79763;0.039052809;1377443.43;3733561.051;60125.4;5171129.881;34150.002;244189.2249;15435;293774.2269;0.170439132;4877355.654;506857.385;557356.4161;0;1064213.801;0.65377973;3813141.853;2.34622027;2906911.395;1373303.981;692517.3543;841090.0601;1.789251156;906230.4571;0.556969114;55496.92729;31551.34209;819182.1877;0.503395208;159889.6022;505386.7121;0;47183.58529;201089.4586;0.123191118;201089.4586;0.123191118;1943535.1;3798127.737;60125.4;5801788.237;48134.632;245615.492;15435;309185.124;0.159889335;5492603.113;710412.8665;565744.935;0;1276157.801;0.696197486;4216445.312;2.303802514;2946499.379;1375284.022;728299.0136;842916.343;1.610590191;1269945.933;0.693212322;55496.92729;31551.34209;1182897.664;0.645634491;159889.6022;492987.0131;0;47183.58529;577204.6337;0.314786757;577204.6337;0.314786757
32;SEMESTRE 2;2353241.446;7421517.949;105646.291;9880405.686;79614.17377;514130.4874;26124.904;619869.5651;0.376164283;9260536.121;910299.776;1160366.664;0;2070666.44;1.341927408;7189869.68;4.658072592;5775828.775;2732845.562;1378782.242;1664200.971;3.74389888;1414040.905;0.914173712;112650.2869;62644.64043;1238745.977;0.800550037;319115.4113;1063068.165;0;111160.2756;-32277.32382;-0.023050622;-32277.32382;-0.023050622;2701163.337;7455625.258;105646.291;10262434.89;88195.22577;514792.5577;26124.904;629112.6875;0.368596752;9633322.198;1034312.099;1165372.969;0;2199685.068;1.372701188;7433637.131;4.627298812;5798011.34;2733925.407;1398875.578;1665210.355;3.61511963;1635625.791;1.012179182;112650.2869;62644.64043;1460330.864;0.902863623;319115.4113;1056846.545;0;111160.2756;195529.1829;0.114731204;195529.1829;0.114731204;2292716.71;4994498.434;65562.691;7352777.835;78145.31277;350502.491;15834.904;444482.7078;0.244805211;6908295.127;872697.9405;778036.5025;0;1650734.443;0.962234487;5257560.684;3.037765513;3905497.267;1825219.979;963704.8104;1116572.477;2.273826107;1352063.417;0.763939406;75669.25719;41610.41237;1234783.748;0.695588199;212557.3125;703955.4708;0;79805.28483;398076.2492;0.20917867;398076.2492;0.20917867
41;TOTAL_2018;4447388.275;14983689.92;201032.5037;19632110.7;238292.7447;1029790.76;60251.98115;1328335.485;0.067661369;18303775.22;1801936.312;2414512.217;0;4216448.529;0.230359501;14087326.69;0.769640499;11637210.6;5469127.959;2608695.996;3559386.643;0.635781988;2450116.089;0.133858511;230420.6627;151188.335;2068507.091;0.113009861;607400.0403;2269159.634;0;186135.8894;-621916.6936;-0.033977509;-621916.6936;-0.033977509;4795310.166;15017797.23;201032.5037;20014139.9;246873.7967;1030452.83;60251.98115;1337578.608;0.066831681;18676561.29;1925948.635;2419518.521;0;4345467.156;0.232669552;14331094.14;0.767330448;11659393.16;5470207.804;2628789.332;3560396.027;0.624279437;2671700.975;0.143051011;230420.6627;151188.335;2290091.977;0.122618502;607400.0403;2262938.013;0;186135.8894;-394110.1869;-0.02110186;-394110.1869;-0.02110186;5727635.839;15113256.08;201032.5037;21041924.42;269787.3747;1032197.753;60251.98115;1362237.109;0.064739188;19679687.31;2256061.679;2433085.57;0;4689147.249;0.238273463;14990540.06;0.761726537;11722977.86;5473152.605;2686710.519;3563114.741;0.595689234;3267562.198;0.166037303;230420.6627;151188.335;2885953.201;0.146646293;607400.0403;2245390.722;0;186135.8894;219298.3281;0.011143385;219298.3281;0.011143385
42;TOTAL_2017;4341595.389;15435935.99;226922.8177;20004454.19;202227.6786;1049343.768;59300.71038;1310872.156;0.065529014;18693582.04;1924346.043;2758631.498;0;4682977.541;0.250512584;14010604.5;0.749487416;11205231.96;5283449.171;1970889.264;3950893.525;0.599415989;2805372.537;0.150071427;220890.3129;162442.483;2422039.741;0.129565309;774734.1999;2238374.087;0;147244.2244;-443824.3214;-0.023742069;-443824.3214;-0.023742069;4341595.389;15435935.99;226922.8177;20004454.19;202227.6786;1049343.768;59300.71038;1310872.156;0.065529014;18693582.04;1924346.043;2758631.498;0;4682977.541;0.250512584;14010604.5;0.749487416;11205231.96;5283449.171;1970889.264;3950893.525;0.599415989;2805372.537;0.150071427;220890.3129;162442.483;2422039.741;0.129565309;774734.1999;2238374.087;0;147244.2244;-443824.3214;-0.023742069;-443824.3214;-0.023742069;4341595.389;15435935.99;226922.8177;20004454.19;202227.6786;1049343.768;59300.71038;1310872.156;0.065529014;18693582.04;1924346.043;2758631.498;0;4682977.541;0.250512584;14010604.5;0.749487416;11205231.96;5283449.171;1970889.264;3950893.525;0.599415989;2805372.537;0.150071427;220890.3129;162442.483;2422039.741;0.129565309;774734.1999;2238374.087;0;147244.2244;-443824.3214;-0.023742069;-443824.3214;-0.023742069
51;var $$;105792.8856;-452246.0638;-25890.31399;-372343.4922;36065.06618;-19553.00798;951.27077;17463.32897;0;-389806.8212;-122409.7312;-344119.2808;0;-466529.012;0;76722.19087;0;431978.6392;185678.7884;637806.7324;-391506.8817;0;-355256.4483;0;9530.34986;-11254.14798;-353532.6502;0;-167334.1596;30785.54661;0;38891.665;-178092.3722;0;-178092.3722;0;453714.7766;-418138.7549;-25890.31399;9685.707769;44646.11818;-18890.93764;951.27077;26706.45131;0;-17020.74355;1602.59176;-339112.9767;0;-337510.385;0;320489.6414;0;454161.2034;186758.6332;657900.0681;-390497.4979;0;-133671.5619;0;9530.34986;-11254.14798;-131947.7638;0;-167334.1596;24563.92624;0;38891.665;49714.13451;0;49714.13451;0;1386040.45;-322679.908;-25890.31399;1037470.228;67559.69618;-17146.0146;951.27077;51364.95235;0;986105.2753;331715.6363;-325545.928;0;6169.708271;0;979935.567;0;517745.9056;189703.4345;715821.2551;-387778.784;0;462189.6615;0;9530.34986;-11254.14798;463913.4596;0;-167334.1596;7016.634576;0;38891.665;663122.6496;0;663122.6496;0
52;var %;0.024367283;-0.02929826;-0.114093039;-0.018613029;0.178338922;-0.018633558;0.016041473;0.013321916;0;-0.020852441;-0.063611081;-0.124742751;0;-0.099622304;0;0.005476009;0;0.038551512;0.03514348;0.323613683;-0.09909325;0;-0.126634322;0;0.043145169;-0.069280817;-0.145964843;0;-0.215989122;0.013753531;0;0.264130326;0.401267717;0;0.401267717;0;0.104504159;-0.027088656;-0.114093039;0.000484178;0.220771551;-0.018002621;0.016041473;0.02037304;0;-0.000910513;0.000832798;-0.122927972;0;-0.07207175;0;0.02287479;0;0.040531174;0.035347862;0.333808743;-0.098837768;0;-0.047648418;0;0.043145169;-0.069280817;-0.054477952;0;-0.215989122;0.010974004;0;0.264130326;0.112013092;0;0.112013092;0;0.319246803;-0.02090446;-0.114093039;0.051861961;0.334077396;-0.01633975;0.016041473;0.0391838;0;0.052751007;0.172378371;-0.118009937;0;0.001317476;0;0.069942419;0;0.046205728;0.035905226;0.363197095;-0.098149642;0;0.164751617;0;0.043145169;-0.069280817;0.191538335;0;-0.215989122;0.003134701;0;0.264130326;1.494110659;0;1.494110659;0
