"product_name","promotion_name","product_family","recyclable_package","media_type","has_promotion","promotion_duration_days","promotion_unit_cost","sales"
"American Corned Beef","Super Wallet Savers","Food","true","Cash Register Handout",1,2,14019,7.95
"American Corned Beef","Three for One","Food","true","Cash Register Handout",1,1,13643,2.65
"American Corned Beef","You Save Days","Food","true","Sunday Paper",1,4,5127,10.6
"American Foot-Long Hot Dogs","'No Promotion","Food","false","No Media",0,0,0,252.52
"American Foot-Long Hot Dogs","Big Time Discounts","Food","false","Product Attachment",1,2,10993,8.56
"American Foot-Long Hot Dogs","Bye Bye Baby","Food","false","TV",1,4,6292,6.42
"American Foot-Long Hot Dogs","Cash Register Lottery","Food","false","Sunday Paper Radio",1,29,12361,6.42
"American Foot-Long Hot Dogs","Green Light Days","Food","false","Street Handout",1,2,13342,14.98
"American Foot-Long Hot Dogs","High Roller Savings","Food","false","Daily Paper",1,4,10184,6.42
"American Foot-Long Hot Dogs","Price Savers","Food","false","Cash Register Handout",1,3,12820,6.42
"American Foot-Long Hot Dogs","Price Slashers","Food","false","Radio",1,3,7698,10.7
"American Foot-Long Hot Dogs","Sales Days","Food","false","TV",1,3,8103,8.56
"American Foot-Long Hot Dogs","Save-It Sale","Food","false","Daily Paper Radio",1,2,6484,10.7
"American Foot-Long Hot Dogs","Save-It Sale","Food","false","Daily Paper Radio TV",1,3,8937,4.28
"American Foot-Long Hot Dogs","Saving Days","Food","false","Daily Paper Radio",1,2,11836,6.42
"American Foot-Long Hot Dogs","Shelf Clearing Days","Food","false","Radio",1,3,9977,6.42
"American Foot-Long Hot Dogs","Super Duper Savers","Food","false","Cash Register Handout",1,4,12950,6.42
"American Foot-Long Hot Dogs","Super Duper Savers","Food","false","Daily Paper",1,1,10091,4.28
"American Foot-Long Hot Dogs","Two Day Sale","Food","false","Daily Paper",1,3,10365,6.42
"American Foot-Long Hot Dogs","Two Day Sale","Food","false","Sunday Paper",1,3,12688,4.28
"American Foot-Long Hot Dogs","Unbeatable Price Savers","Food","false","Daily Paper",1,3,10430,2.14
"American Low Fat Bologna","'No Promotion","Food","true","No Media",0,0,0,381.71
"American Low Fat Bologna","Best Savings","Food","true","Daily Paper Radio TV",1,4,5382,5.74
"American Low Fat Bologna","Dimes Off","Food","true","Daily Paper Radio TV",1,2,9647,8.61
"American Low Fat Bologna","Dollar Days","Food","true","Daily Paper Radio",1,3,13881,14.35
"American Low Fat Bologna","Double Your Savings","Food","true","Radio",1,2,9443,11.48
"American Low Fat Bologna","Green Light Days","Food","true","Street Handout",1,2,13342,8.61
"American Low Fat Bologna","Green Light Special","Food","true","In-Store Coupon",1,2,12302,11.48
"American Low Fat Bologna","Money Savers","Food","true","Cash Register Handout",1,4,5301,11.48
"American Low Fat Bologna","One Day Sale","Food","true","In-Store Coupon",1,2,9307,8.61
"American Low Fat Bologna","Price Destroyers","Food","true","Sunday Paper",1,3,12144,14.35
"American Low Fat Bologna","Price Savers","Food","true","Daily Paper Radio TV",1,1,9356,8.61
"American Low Fat Bologna","Price Slashers","Food","true","Radio",1,3,7698,8.61
"American Low Fat Bologna","Save-It Sale","Food","true","Daily Paper Radio",1,2,6484,8.61
"American Low Fat Bologna","Save-It Sale","Food","true","Daily Paper Radio TV",1,3,8937,8.61
"American Low Fat Bologna","Saving Days","Food","true","Daily Paper Radio",1,2,11836,11.48
"American Low Fat Bologna","Shelf Clearing Days","Food","true","In-Store Coupon",1,1,10921,5.74
"American Low Fat Bologna","Super Wallet Savers","Food","true","Daily Paper Radio",1,4,10914,5.74
"American Low Fat Bologna","Three for One","Food","true","Sunday Paper",1,2,11825,8.61
"American Low Fat Bologna","Unbeatable Price Savers","Food","true","Daily Paper Radio TV",1,3,13777,8.61
"American Low Fat Bologna","Unbeatable Price Savers","Food","true","Sunday Paper Radio TV",1,2,5988,5.74
"American Low Fat Bologna","You Save Days","Food","true","Bulk Mail",1,4,13181,5.74
"American Low Fat Cole Slaw","'No Promotion","Food","false","No Media",0,0,0,340.5
"American Low Fat Cole Slaw","Big Promo","Food","false","Sunday Paper",1,2,5112,6.81
"American Low Fat Cole Slaw","Cash Register Lottery","Food","false","Daily Paper Radio",1,29,5986,15.89
"American Low Fat Cole Slaw","Double Down Sale","Food","false","Daily Paper",1,1,5596,4.54
"American Low Fat Cole Slaw","High Roller Savings","Food","false","Daily Paper",1,4,10184,4.54
"American Low Fat Cole Slaw","One Day Sale","Food","false","Daily Paper Radio TV",1,3,13175,6.81
"American Low Fat Cole Slaw","Save-It Sale","Food","false","Product Attachment",1,3,6025,6.81
"American Low Fat Cole Slaw","Shelf Emptiers","Food","false","Product Attachment",1,4,10175,4.54
"American Low Fat Cole Slaw","Shelf Emptiers","Food","false","Street Handout",1,4,13734,4.54
"American Low Fat Cole Slaw","Super Duper Savers","Food","false","Daily Paper",1,1,9100,9.08
"American Low Fat Cole Slaw","Wallet Savers","Food","false","Sunday Paper Radio TV",1,4,7995,6.81
"American Low Fat Cole Slaw","Weekend Markdown","Food","false","Street Handout",1,2,5337,4.54
"American Low Fat Cole Slaw","You Save Days","Food","false","Bulk Mail",1,4,13181,6.81
"American Pimento Loaf","'No Promotion","Food","true","No Media",0,0,0,408.48
"American Pimento Loaf","Cash Register Lottery","Food","true","Daily Paper Radio TV",1,29,5559,5.52
"American Pimento Loaf","Dimes Off","Food","true","Daily Paper Radio TV",1,2,9647,5.52
"American Pimento Loaf","Green Light Days","Food","true","Street Handout",1,2,13342,11.04
"American Pimento Loaf","Green Light Special","Food","true","In-Store Coupon",1,2,12302,8.28
"American Pimento Loaf","One Day Sale","Food","true","Daily Paper Radio TV",1,1,11729,8.28
"American Pimento Loaf","Price Smashers","Food","true","TV",1,2,14524,5.52
"American Pimento Loaf","Sales Days","Food","true","Daily Paper Radio TV",1,3,9771,8.28
"American Pimento Loaf","Sales Galore","Food","true","Bulk Mail",1,2,9655,11.04
"American Pimento Loaf","Shelf Clearing Days","Food","true","Radio",1,3,9977,11.04
"American Pimento Loaf","Super Duper Savers","Food","true","Cash Register Handout",1,4,12950,8.28
"American Pimento Loaf","Super Savers","Food","true","In-Store Coupon",1,4,13466,11.04
"American Pimento Loaf","Super Wallet Savers","Food","true","Cash Register Handout",1,2,14019,11.04
"American Pimento Loaf","Super Wallet Savers","Food","true","Daily Paper Radio",1,4,10914,8.28
"American Pimento Loaf","You Save Days","Food","true","TV",1,2,10822,16.56
"American Potato Salad","'No Promotion","Food","true","No Media",0,0,0,165.85
"American Potato Salad","Big Promo","Food","true","Sunday Paper",1,2,5112,3.1
"American Potato Salad","Cash Register Lottery","Food","true","Daily Paper Radio TV",1,29,5559,4.65
"American Potato Salad","Double Down Sale","Food","true","Daily Paper Radio",1,4,6267,4.65
"American Potato Salad","Green Light Days","Food","true","Street Handout",1,2,13342,6.2
"American Potato Salad","High Roller Savings","Food","true","Daily Paper",1,4,10184,10.85
"American Potato Salad","Money Savers","Food","true","Cash Register Handout",1,4,5301,10.85
"American Potato Salad","Price Destroyers","Food","true","Sunday Paper",1,3,12144,6.2
"American Potato Salad","Sales Days","Food","true","Daily Paper",1,1,6271,4.65
"American Potato Salad","Sales Galore","Food","true","Product Attachment",1,3,14908,4.65
"American Potato Salad","Savings Galore","Food","true","Sunday Paper Radio TV",1,1,6165,4.65
"American Potato Salad","Super Duper Savers","Food","true","Cash Register Handout",1,4,12950,4.65
"American Potato Salad","Super Duper Savers","Food","true","Daily Paper",1,1,10091,4.65
"American Potato Salad","Super Savers","Food","true","Sunday Paper Radio",1,2,6499,3.1
"American Potato Salad","Unbeatable Price Savers","Food","true","Daily Paper Radio TV",1,3,13777,3.1
"American Potato Salad","You Save Days","Food","true","Bulk Mail",1,4,13181,3.1
"American Roasted Chicken","'No Promotion","Food","true","No Media",0,0,0,305.91
"American Roasted Chicken","Big Promo","Food","true","Cash Register Handout",1,2,12388,8.91
"American Roasted Chicken","Cash Register Lottery","Food","true","Daily Paper Radio",1,29,5986,20.79
"American Roasted Chicken","Dimes Off","Food","true","Daily Paper Radio TV",1,2,9647,11.88
"American Roasted Chicken","Double Down Sale","Food","true","Daily Paper",1,1,5596,11.88
"American Roasted Chicken","Go For It","Food","true","Radio",1,3,12403,14.85
"American Roasted Chicken","Green Light Days","Food","true","Daily Paper",1,2,6627,11.88
"American Roasted Chicken","Mystery Sale","Food","true","Bulk Mail",1,2,8497,8.91
"American Roasted Chicken","Mystery Sale","Food","true","Sunday Paper Radio",1,3,9700,8.91
"American Roasted Chicken","Price Cutters","Food","true","Radio",1,2,13399,5.94
"American Roasted Chicken","Price Destroyers","Food","true","TV",1,2,13592,8.91
"American Roasted Chicken","Sale Winners","Food","true","Daily Paper",1,4,8959,8.91
"American Roasted Chicken","Sales Galore","Food","true","Bulk Mail",1,2,9655,8.91
"American Roasted Chicken","Sales Galore","Food","true","Product Attachment",1,3,14908,8.91
"American Roasted Chicken","Saving Days","Food","true","Daily Paper Radio",1,2,11836,11.88
"American Roasted Chicken","Shelf Emptiers","Food","true","Daily Paper Radio TV",1,3,10789,8.91
"American Roasted Chicken","Two Day Sale","Food","true","Daily Paper",1,3,10365,8.91
"American Roasted Chicken","Unbeatable Price Savers","Food","true","Product Attachment",1,4,12436,8.91
"American Roasted Chicken","Weekend Markdown","Food","true","In-Store Coupon",1,1,13590,5.94
"American Roasted Chicken","You Save Days","Food","true","Sunday Paper",1,4,5127,8.91
"American Sliced Chicken","'No Promotion","Food","true","No Media",0,0,0,77.29
"American Sliced Chicken","Bye Bye Baby","Food","true","TV",1,4,6292,1.77
"American Sliced Chicken","Cash Register Lottery","Food","true","Daily Paper Radio",1,29,5986,2.95
"American Sliced Chicken","Dollar Days","Food","true","Daily Paper Radio",1,3,13881,2.36
"American Sliced Chicken","Double Down Sale","Food","true","Daily Paper Radio",1,4,6267,2.95
"American Sliced Chicken","Money Savers","Food","true","Cash Register Handout",1,4,5301,2.36
"American Sliced Chicken","One Day Sale","Food","true","Daily Paper Radio TV",1,1,11729,2.36
"American Sliced Chicken","One Day Sale","Food","true","In-Store Coupon",1,2,9307,1.77
"American Sliced Chicken","Price Destroyers","Food","true","Daily Paper Radio TV",1,3,5827,1.77
"American Sliced Chicken","Sales Days","Food","true","Street Handout",1,2,13982,1.18
"American Sliced Chicken","Sales Galore","Food","true","Product Attachment",1,3,14908,1.18
"American Sliced Chicken","Save-It Sale","Food","true","Daily Paper Radio TV",1,3,8937,3.54
"American Sliced Chicken","Three for One","Food","true","Sunday Paper",1,2,11825,2.36
"American Sliced Ham","'No Promotion","Food","false","No Media",0,0,0,444.36
"American Sliced Ham","Bye Bye Baby","Food","false","Sunday Paper Radio TV",1,3,9528,5.52
"American Sliced Ham","Cash Register Lottery","Food","false","Daily Paper Radio",1,29,5986,11.04
"American Sliced Ham","Dollar Days","Food","false","Daily Paper Radio",1,3,13881,11.04
"American Sliced Ham","Green Light Days","Food","false","Daily Paper",1,2,6627,8.28
"American Sliced Ham","Green Light Days","Food","false","Street Handout",1,2,13342,8.28
"American Sliced Ham","Green Light Special","Food","false","In-Store Coupon",1,2,12302,8.28
"American Sliced Ham","High Roller Savings","Food","false","Daily Paper",1,4,10184,16.56
"American Sliced Ham","Pick Your Savings","Food","false","Sunday Paper",1,3,6725,8.28
"American Sliced Ham","Price Smashers","Food","false","Product Attachment",1,3,13823,8.28
"American Sliced Ham","Price Winners","Food","false","Cash Register Handout",1,3,9521,5.52
"American Sliced Ham","Saving Days","Food","false","Daily Paper Radio",1,2,11836,8.28
"American Sliced Ham","Savings Galore","Food","false","Sunday Paper Radio",1,4,10526,2.76
"American Sliced Ham","Savings Galore","Food","false","Sunday Paper Radio TV",1,1,6165,5.52
"American Sliced Ham","Two for One","Food","false","Bulk Mail",1,2,8642,11.04
"American Sliced Ham","Unbeatable Price Savers","Food","false","Daily Paper",1,3,10430,8.28
"American Sliced Ham","You Save Days","Food","false","Bulk Mail",1,4,13181,11.04
"American Sliced Turkey","'No Promotion","Food","false","No Media",0,0,0,402.59
"American Sliced Turkey","Best Savings","Food","false","Radio",1,4,13141,6.34
"American Sliced Turkey","Big Promo","Food","false","Cash Register Handout",1,2,12388,22.19
"American Sliced Turkey","Big Promo","Food","false","Sunday Paper",1,2,5112,12.68
"American Sliced Turkey","Cash Register Lottery","Food","false","Daily Paper Radio TV",1,29,5559,9.51
"American Sliced Turkey","Dollar Cutters","Food","false","Daily Paper Radio TV",1,2,14418,12.68
"American Sliced Turkey","Dollar Days","Food","false","Daily Paper Radio",1,3,13881,9.51
"American Sliced Turkey","Free For All","Food","false","Street Handout",1,1,5518,9.51
"American Sliced Turkey","Go For It","Food","false","Daily Paper Radio TV",1,4,10055,6.34
"American Sliced Turkey","Price Cutters","Food","false","Product Attachment",1,4,12920,12.68
"American Sliced Turkey","Price Savers","Food","false","Cash Register Handout",1,3,12820,9.51
"American Sliced Turkey","Price Slashers","Food","false","Sunday Paper Radio TV",1,3,10044,6.34
"American Sliced Turkey","Price Smashers","Food","false","Product Attachment",1,3,13823,9.51
"American Sliced Turkey","Super Duper Savers","Food","false","Cash Register Handout",1,4,12950,12.68
"American Sliced Turkey","Super Wallet Savers","Food","false","Cash Register Handout",1,2,14019,9.51
"American Sliced Turkey","Super Wallet Savers","Food","false","Daily Paper Radio",1,4,10914,9.51
"American Sliced Turkey","Two Day Sale","Food","false","Sunday Paper",1,3,12688,9.51
"American Sliced Turkey","Weekend Markdown","Food","false","Street Handout",1,2,5337,12.68
"American Turkey Hot Dogs","'No Promotion","Food","true","No Media",0,0,0,287.7
"American Turkey Hot Dogs","Big Time Discounts","Food","true","Daily Paper",1,2,8186,13.7
"American Turkey Hot Dogs","Cash Register Lottery","Food","true","Daily Paper Radio",1,29,5986,5.48
"American Turkey Hot Dogs","Cash Register Lottery","Food","true","Daily Paper Radio TV",1,29,5559,19.18
"American Turkey Hot Dogs","Cash Register Lottery","Food","true","Sunday Paper Radio",1,29,12361,19.18
"American Turkey Hot Dogs","Double Down Sale","Food","true","Street Handout",1,2,9085,8.22
"American Turkey Hot Dogs","High Roller Savings","Food","true","Daily Paper",1,4,10184,24.66
"American Turkey Hot Dogs","One Day Sale","Food","true","In-Store Coupon",1,2,9307,19.18
"American Turkey Hot Dogs","Price Destroyers","Food","true","TV",1,2,13592,8.22
"American Turkey Hot Dogs","Sales Days","Food","true","Daily Paper Radio TV",1,3,9771,8.22
"American Turkey Hot Dogs","Super Duper Savers","Food","true","Cash Register Handout",1,4,12950,8.22
"American Turkey Hot Dogs","Three for One","Food","true","Sunday Paper",1,2,11825,8.22
"American Turkey Hot Dogs","Two Day Sale","Food","true","Daily Paper Radio",1,4,11252,8.22
"American Turkey Hot Dogs","Unbeatable Price Savers","Food","true","Product Attachment",1,4,12436,19.18
"American Turkey Hot Dogs","You Save Days","Food","true","TV",1,2,10822,8.22
"Amigo Lox","'No Promotion","Food","true","No Media",0,0,0,378.88
"Amigo Lox","Price Slashers","Food","true","Sunday Paper Radio TV",1,1,8621,8.88
"Amigo Lox","Price Slashers","Food","true","Sunday Paper Radio TV",1,3,10044,11.84
"Amigo Lox","Sales Days","Food","true","Daily Paper Radio TV",1,3,9771,20.72
"Amigo Lox","Saving Days","Food","true","Daily Paper Radio",1,2,11836,17.76
"Amigo Lox","Shelf Emptiers","Food","true","Daily Paper Radio TV",1,3,10789,11.84
"Amigo Lox","Super Wallet Savers","Food","true","Cash Register Handout",1,2,14019,8.88
"Amigo Lox","Super Wallet Savers","Food","true","Daily Paper Radio",1,4,10914,8.88
"Amigo Lox","Three for One","Food","true","Product Attachment",1,3,12247,8.88
"Amigo Lox","Two Day Sale","Food","true","Daily Paper Radio",1,4,11252,8.88
"Amigo Lox","Two Day Sale","Food","true","Sunday Paper",1,3,12688,8.88
"Amigo Lox","You Save Days","Food","true","Bulk Mail",1,4,13181,14.8
"Amigo Lox","You Save Days","Food","true","TV",1,2,10822,8.88
"Amigo Scallops","'No Promotion","Food","false","No Media",0,0,0,438.03
"Amigo Scallops","Big Promo","Food","false","Sunday Paper",1,2,5112,8.37
"Amigo Scallops","Double Down Sale","Food","false","Daily Paper Radio",1,4,6267,16.74
"Amigo Scallops","Double Your Savings","Food","false","Radio",1,2,9443,16.74
"Amigo Scallops","Go For It","Food","false","Daily Paper Radio TV",1,4,10055,8.37
"Amigo Scallops","Green Light Days","Food","false","Street Handout",1,2,13342,5.58
"Amigo Scallops","Savings Galore","Food","false","Bulk Mail",1,3,7605,2.79
"Amigo Scallops","Super Duper Savers","Food","false","Cash Register Handout",1,4,12950,5.58
"Amigo Scallops","Super Savers","Food","false","In-Store Coupon",1,4,13466,8.37
"Amigo Scallops","You Save Days","Food","false","TV",1,2,10822,8.37
"Applause Canned Mixed Fruit","'No Promotion","Food","true","No Media",0,0,0,417.2
"Applause Canned Mixed Fruit","Big Time Savings","Food","true","Daily Paper Radio TV",1,4,12067,5.6
"Applause Canned Mixed Fruit","Cash Register Lottery","Food","true","Sunday Paper Radio",1,29,12361,11.2
"Applause Canned Mixed Fruit","Free For All","Food","true","Sunday Paper Radio",1,3,12624,11.2
"Applause Canned Mixed Fruit","High Roller Savings","Food","true","Daily Paper",1,4,10184,8.4
"Applause Canned Mixed Fruit","Price Cutters","Food","true","Cash Register Handout",1,3,14552,5.6
"Applause Canned Mixed Fruit","Price Destroyers","Food","true","Sunday Paper",1,3,12144,11.2
"Applause Canned Mixed Fruit","Price Savers","Food","true","Product Attachment",1,3,6227,11.2
"Applause Canned Mixed Fruit","Save-It Sale","Food","true","Product Attachment",1,3,6025,11.2
"Applause Canned Mixed Fruit","Shelf Clearing Days","Food","true","Radio",1,3,9977,11.2
"Applause Canned Mixed Fruit","Shelf Emptiers","Food","true","Daily Paper Radio TV",1,3,10789,11.2
"Applause Canned Mixed Fruit","Super Duper Savers","Food","true","Cash Register Handout",1,4,12950,8.4
"Applause Canned Mixed Fruit","Super Duper Savers","Food","true","Daily Paper",1,1,10091,5.6
"Applause Canned Mixed Fruit","Super Savers","Food","true","Cash Register Handout",1,4,7151,8.4
"Applause Canned Mixed Fruit","Super Wallet Savers","Food","true","Cash Register Handout",1,2,14019,8.4
"Applause Canned Mixed Fruit","Two Day Sale","Food","true","Sunday Paper",1,3,11205,11.2
"Applause Canned Mixed Fruit","Unbeatable Price Savers","Food","true","Sunday Paper Radio",1,2,7845,5.6
"Applause Canned Mixed Fruit","Weekend Markdown","Food","true","Daily Paper Radio TV",1,3,7524,11.2
"Applause Canned Peaches","'No Promotion","Food","false","No Media",0,0,0,250.38
"Applause Canned Peaches","Best Savings","Food","false","Radio",1,4,13141,9.36
"Applause Canned Peaches","Bye Bye Baby","Food","false","TV",1,4,6292,7.02
"Applause Canned Peaches","Cash Register Lottery","Food","false","Daily Paper Radio",1,29,5986,7.02
"Applause Canned Peaches","Dimes Off","Food","false","Daily Paper Radio TV",1,2,9647,7.02
"Applause Canned Peaches","High Roller Savings","Food","false","Daily Paper",1,4,10184,14.04
"Applause Canned Peaches","Mystery Sale","Food","false","Bulk Mail",1,2,8497,9.36
"Applause Canned Peaches","Price Savers","Food","false","Product Attachment",1,3,6227,4.68
"Applause Canned Peaches","Price Smashers","Food","false","Product Attachment",1,3,13823,7.02
"Applause Canned Peaches","Sales Galore","Food","false","Product Attachment",1,3,14908,4.68
"Applause Canned Peaches","Saving Days","Food","false","Daily Paper Radio",1,2,11836,7.02
"Applause Canned Peaches","Shelf Emptiers","Food","false","Daily Paper Radio TV",1,3,10789,4.68
"Applause Canned Peaches","Tip Top Savings","Food","false","Daily Paper Radio TV",1,4,5490,9.36
"Applause Canned Peaches","You Save Days","Food","false","Bulk Mail",1,4,13181,9.36
"Atomic Bubble Gum","'No Promotion","Food","false","No Media",0,0,0,562.77
"Atomic Bubble Gum","Big Time Discounts","Food","false","Product Attachment",1,2,10993,6.66
"Atomic Bubble Gum","Big Time Savings","Food","false","Daily Paper",1,2,7732,9.99
