product_name,promotion_name,product_family,recyclable_package,media_type,has_promotion,promotion_duration_days,promotion_unit_cost,sales
"ADJ Rosy Sunglasses","Weekend Markdown",Non-Consumable,1,"Street Handout",1,2,5337.00000000,8.2800
"ADJ Rosy Sunglasses","Weekend Markdown",Non-Consumable,1,"Sunday Paper, Radio, TV",1,2,6751.00000000,5.5200
"Akron City Map","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,215.7600
"Akron City Map","Bag Stuffers",Non-Consumable,0,"Product Attachment",1,4,8262.00000000,5.2200
"Akron City Map","Big Time Savings",Non-Consumable,0,"Sunday Paper, Radio",1,4,10132.00000000,5.2200
"Akron City Map","Cash Register Lottery",Non-Consumable,0,"Daily Paper, Radio",1,29,5986.00000000,10.4400
"Akron City Map","Dollar Days",Non-Consumable,0,"Daily Paper, Radio",1,3,13881.00000000,3.4800
"Akron City Map","Double Down Sale",Non-Consumable,0,"Street Handout",1,3,5919.00000000,8.7000
"Akron City Map","High Roller Savings",Non-Consumable,0,"Daily Paper",1,4,10184.00000000,3.4800
"Akron City Map","One Day Sale",Non-Consumable,0,"In-Store Coupon",1,2,9307.00000000,3.4800
"Akron City Map","Price Cutters",Non-Consumable,0,"Cash Register Handout",1,3,14552.00000000,6.9600
"Akron City Map","Price Savers",Non-Consumable,0,"Sunday Paper, Radio",1,1,11170.00000000,6.9600
"Akron City Map","Save-It Sale",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,8937.00000000,3.4800
"Akron City Map","Save-It Sale",Non-Consumable,0,"Product Attachment",1,3,6025.00000000,5.2200
"Akron City Map","Shelf Emptiers",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,10789.00000000,3.4800
"Akron City Map","Shelf Emptiers",Non-Consumable,0,"Street Handout",1,4,13734.00000000,5.2200
"Akron City Map","Super Wallet Savers",Non-Consumable,0,"Cash Register Handout",1,2,14019.00000000,5.2200
"Akron City Map","Weekend Markdown",Non-Consumable,0,"Street Handout",1,2,5337.00000000,5.2200
"Akron City Map","You Save Days",Non-Consumable,0,"Bulk Mail",1,4,13181.00000000,5.2200
"Akron City Map","You Save Days",Non-Consumable,0,TV,1,2,10822.00000000,5.2200
"American Beef Bologna","'No Promotion",Food,1,"No Media",0,0,0.00000000,90.4800
"American Beef Bologna","Bag Stuffers",Food,1,"Product Attachment",1,4,8262.00000000,1.5600
"American Beef Bologna","Big Promo",Food,1,"Sunday Paper",1,2,5112.00000000,1.5600
"American Beef Bologna","Big Time Savings",Food,1,"Daily Paper",1,2,7732.00000000,3.1200
"American Beef Bologna","Bye Bye Baby",Food,1,TV,1,4,6292.00000000,3.1200
"American Beef Bologna","Dollar Days",Food,1,"Daily Paper, Radio",1,3,13881.00000000,2.3400
"American Beef Bologna","Free For All",Food,1,"Street Handout",1,1,5518.00000000,2.3400
"American Beef Bologna","High Roller Savings",Food,1,"Daily Paper",1,4,10184.00000000,5.4600
"American Beef Bologna","Money Savers",Food,1,"Cash Register Handout",1,4,5301.00000000,1.5600
"American Beef Bologna","One Day Sale",Food,1,"Daily Paper, Radio, TV",1,1,11729.00000000,2.3400
"American Beef Bologna","One Day Sale",Food,1,"Daily Paper, Radio, TV",1,3,13175.00000000,2.3400
"American Beef Bologna","One Day Sale",Food,1,"In-Store Coupon",1,2,9307.00000000,2.3400
"American Beef Bologna","Pick Your Savings",Food,1,"Sunday Paper",1,3,6725.00000000,3.1200
"American Beef Bologna","Price Savers",Food,1,"Sunday Paper, Radio",1,1,11170.00000000,2.3400
"American Beef Bologna","Save-It Sale",Food,1,"Product Attachment",1,3,6025.00000000,3.1200
"American Beef Bologna","Shelf Emptiers",Food,1,"Cash Register Handout",1,4,9229.00000000,2.3400
"American Beef Bologna","You Save Days",Food,1,TV,1,2,10822.00000000,1.5600
"American Chicken Hot Dogs","'No Promotion",Food,0,"No Media",0,0,0.00000000,274.6800
"American Chicken Hot Dogs","Best Savings",Food,0,Radio,1,4,13141.00000000,10.0800
"American Chicken Hot Dogs","Big Promo",Food,0,"Sunday Paper",1,2,5112.00000000,5.0400
"American Chicken Hot Dogs","Big Time Discounts",Food,0,"Product Attachment",1,2,10993.00000000,7.5600
"American Chicken Hot Dogs","Cash Register Lottery",Food,0,"Daily Paper, Radio",1,29,5986.00000000,20.1600
"American Chicken Hot Dogs","Dimes Off",Food,0,"Daily Paper, Radio, TV",1,2,9647.00000000,12.6000
"American Chicken Hot Dogs","Dollar Cutters",Food,0,"Daily Paper, Radio, TV",1,2,14418.00000000,7.5600
"American Chicken Hot Dogs","Double Down Sale",Food,0,"Daily Paper",1,1,5596.00000000,10.0800
"American Chicken Hot Dogs","Green Light Days",Food,0,"Street Handout",1,2,13342.00000000,17.6400
"American Chicken Hot Dogs","Price Savers",Food,0,"In-Store Coupon",1,3,8185.00000000,7.5600
"American Chicken Hot Dogs","Super Wallet Savers",Food,0,"Cash Register Handout",1,2,14019.00000000,10.0800
"American Chicken Hot Dogs","Three for One",Food,0,"Sunday Paper",1,2,11825.00000000,10.0800
"American Chicken Hot Dogs","Tip Top Savings",Food,0,"Daily Paper, Radio, TV",1,4,5490.00000000,10.0800
"American Chicken Hot Dogs","Wallet Savers",Food,0,"Sunday Paper, Radio, TV",1,4,7995.00000000,7.5600
"American Cole Slaw","'No Promotion",Food,0,"No Media",0,0,0.00000000,119.2600
"American Cole Slaw","Dollar Cutters",Food,0,"Bulk Mail",1,4,14126.00000000,3.5600
"American Cole Slaw","Mystery Sale",Food,0,"Sunday Paper, Radio",1,3,9700.00000000,2.6700
"American Cole Slaw","Price Slashers",Food,0,"Sunday Paper, Radio, TV",1,1,8621.00000000,1.7800
"American Cole Slaw","Sales Galore",Food,0,"Product Attachment",1,3,14908.00000000,2.6700
"American Cole Slaw","Save-It Sale",Food,0,"Daily Paper, Radio",1,2,6484.00000000,2.6700
"American Cole Slaw","Saving Days",Food,0,"Daily Paper, Radio",1,2,11836.00000000,4.4500
"American Cole Slaw","Unbeatable Price Savers",Food,0,"Daily Paper, Radio, TV",1,3,13777.00000000,2.6700
"American Corned Beef","'No Promotion",Food,1,"No Media",0,0,0.00000000,280.9000
"American Corned Beef","Bag Stuffers",Food,1,"Product Attachment",1,4,8262.00000000,5.3000
"American Corned Beef","Best Savings",Food,1,Radio,1,4,13141.00000000,7.9500
"American Corned Beef","Big Promo",Food,1,"Sunday Paper",1,2,5112.00000000,5.3000
"American Corned Beef","Bye Bye Baby",Food,1,TV,1,4,6292.00000000,7.9500
"American Corned Beef","Double Your Savings",Food,1,Radio,1,2,9443.00000000,5.3000
"American Corned Beef","Free For All",Food,1,"Sunday Paper, Radio",1,3,12624.00000000,10.6000
"American Corned Beef","High Roller Savings",Food,1,"Daily Paper",1,4,10184.00000000,5.3000
"American Corned Beef","Price Savers",Food,1,"Street Handout",1,2,11513.00000000,13.2500
"American Corned Beef","Sales Galore",Food,1,"Bulk Mail",1,4,14245.00000000,10.6000
"American Corned Beef","Sales Galore",Food,1,"Product Attachment",1,3,14908.00000000,10.6000
"American Corned Beef","Super Savers",Food,1,"Sunday Paper, Radio",1,2,6499.00000000,7.9500
"American Corned Beef","Super Wallet Savers",Food,1,"Cash Register Handout",1,2,14019.00000000,7.9500
"American Corned Beef","Three for One",Food,1,"Cash Register Handout",1,1,13643.00000000,2.6500
"American Corned Beef","You Save Days",Food,1,"Sunday Paper",1,4,5127.00000000,10.6000
"American Foot-Long Hot Dogs","'No Promotion",Food,0,"No Media",0,0,0.00000000,252.5200
"American Foot-Long Hot Dogs","Big Time Discounts",Food,0,"Product Attachment",1,2,10993.00000000,8.5600
"American Foot-Long Hot Dogs","Bye Bye Baby",Food,0,TV,1,4,6292.00000000,6.4200
"American Foot-Long Hot Dogs","Cash Register Lottery",Food,0,"Sunday Paper, Radio",1,29,12361.00000000,6.4200
"American Foot-Long Hot Dogs","Green Light Days",Food,0,"Street Handout",1,2,13342.00000000,14.9800
"American Foot-Long Hot Dogs","High Roller Savings",Food,0,"Daily Paper",1,4,10184.00000000,6.4200
"American Foot-Long Hot Dogs","Price Savers",Food,0,"Cash Register Handout",1,3,12820.00000000,6.4200
"American Foot-Long Hot Dogs","Price Slashers",Food,0,Radio,1,3,7698.00000000,10.7000
"American Foot-Long Hot Dogs","Sales Days",Food,0,TV,1,3,8103.00000000,8.5600
"American Foot-Long Hot Dogs","Save-It Sale",Food,0,"Daily Paper, Radio",1,2,6484.00000000,10.7000
"American Foot-Long Hot Dogs","Save-It Sale",Food,0,"Daily Paper, Radio, TV",1,3,8937.00000000,4.2800
"American Foot-Long Hot Dogs","Saving Days",Food,0,"Daily Paper, Radio",1,2,11836.00000000,6.4200
"American Foot-Long Hot Dogs","Shelf Clearing Days",Food,0,Radio,1,3,9977.00000000,6.4200
"American Foot-Long Hot Dogs","Super Duper Savers",Food,0,"Cash Register Handout",1,4,12950.00000000,6.4200
"American Foot-Long Hot Dogs","Super Duper Savers",Food,0,"Daily Paper",1,1,10091.00000000,4.2800
"American Foot-Long Hot Dogs","Two Day Sale",Food,0,"Daily Paper",1,3,10365.00000000,6.4200
"American Foot-Long Hot Dogs","Two Day Sale",Food,0,"Sunday Paper",1,3,12688.00000000,4.2800
"American Foot-Long Hot Dogs","Unbeatable Price Savers",Food,0,"Daily Paper",1,3,10430.00000000,2.1400
"American Low Fat Bologna","'No Promotion",Food,1,"No Media",0,0,0.00000000,381.7100
"American Low Fat Bologna","Best Savings",Food,1,"Daily Paper, Radio, TV",1,4,5382.00000000,5.7400
"American Low Fat Bologna","Dimes Off",Food,1,"Daily Paper, Radio, TV",1,2,9647.00000000,8.6100
"American Low Fat Bologna","Dollar Days",Food,1,"Daily Paper, Radio",1,3,13881.00000000,14.3500
"American Low Fat Bologna","Double Your Savings",Food,1,Radio,1,2,9443.00000000,11.4800
"American Low Fat Bologna","Green Light Days",Food,1,"Street Handout",1,2,13342.00000000,8.6100
"American Low Fat Bologna","Green Light Special",Food,1,"In-Store Coupon",1,2,12302.00000000,11.4800
"American Low Fat Bologna","Money Savers",Food,1,"Cash Register Handout",1,4,5301.00000000,11.4800
"American Low Fat Bologna","One Day Sale",Food,1,"In-Store Coupon",1,2,9307.00000000,8.6100
"American Low Fat Bologna","Price Destroyers",Food,1,"Sunday Paper",1,3,12144.00000000,14.3500
"American Low Fat Bologna","Price Savers",Food,1,"Daily Paper, Radio, TV",1,1,9356.00000000,8.6100
"American Low Fat Bologna","Price Slashers",Food,1,Radio,1,3,7698.00000000,8.6100
"American Low Fat Bologna","Save-It Sale",Food,1,"Daily Paper, Radio",1,2,6484.00000000,8.6100
"American Low Fat Bologna","Save-It Sale",Food,1,"Daily Paper, Radio, TV",1,3,8937.00000000,8.6100
"American Low Fat Bologna","Saving Days",Food,1,"Daily Paper, Radio",1,2,11836.00000000,11.4800
"American Low Fat Bologna","Shelf Clearing Days",Food,1,"In-Store Coupon",1,1,10921.00000000,5.7400
"American Low Fat Bologna","Super Wallet Savers",Food,1,"Daily Paper, Radio",1,4,10914.00000000,5.7400
"American Low Fat Bologna","Three for One",Food,1,"Sunday Paper",1,2,11825.00000000,8.6100
"American Low Fat Bologna","Unbeatable Price Savers",Food,1,"Daily Paper, Radio, TV",1,3,13777.00000000,8.6100
"American Low Fat Bologna","Unbeatable Price Savers",Food,1,"Sunday Paper, Radio, TV",1,2,5988.00000000,5.7400
"American Low Fat Bologna","You Save Days",Food,1,"Bulk Mail",1,4,13181.00000000,5.7400
"American Low Fat Cole Slaw","'No Promotion",Food,0,"No Media",0,0,0.00000000,340.5000
"American Low Fat Cole Slaw","Big Promo",Food,0,"Sunday Paper",1,2,5112.00000000,6.8100
"American Low Fat Cole Slaw","Cash Register Lottery",Food,0,"Daily Paper, Radio",1,29,5986.00000000,15.8900
"American Low Fat Cole Slaw","Double Down Sale",Food,0,"Daily Paper",1,1,5596.00000000,4.5400
"American Low Fat Cole Slaw","High Roller Savings",Food,0,"Daily Paper",1,4,10184.00000000,4.5400
"American Low Fat Cole Slaw","One Day Sale",Food,0,"Daily Paper, Radio, TV",1,3,13175.00000000,6.8100
"American Low Fat Cole Slaw","Save-It Sale",Food,0,"Product Attachment",1,3,6025.00000000,6.8100
"American Low Fat Cole Slaw","Shelf Emptiers",Food,0,"Product Attachment",1,4,10175.00000000,4.5400
"American Low Fat Cole Slaw","Shelf Emptiers",Food,0,"Street Handout",1,4,13734.00000000,4.5400
"American Low Fat Cole Slaw","Super Duper Savers",Food,0,"Daily Paper",1,1,9100.00000000,9.0800
"American Low Fat Cole Slaw","Wallet Savers",Food,0,"Sunday Paper, Radio, TV",1,4,7995.00000000,6.8100
"American Low Fat Cole Slaw","Weekend Markdown",Food,0,"Street Handout",1,2,5337.00000000,4.5400
"American Low Fat Cole Slaw","You Save Days",Food,0,"Bulk Mail",1,4,13181.00000000,6.8100
"American Pimento Loaf","'No Promotion",Food,1,"No Media",0,0,0.00000000,408.4800
"American Pimento Loaf","Cash Register Lottery",Food,1,"Daily Paper, Radio, TV",1,29,5559.00000000,5.5200
"American Pimento Loaf","Dimes Off",Food,1,"Daily Paper, Radio, TV",1,2,9647.00000000,5.5200
"American Pimento Loaf","Green Light Days",Food,1,"Street Handout",1,2,13342.00000000,11.0400
"American Pimento Loaf","Green Light Special",Food,1,"In-Store Coupon",1,2,12302.00000000,8.2800
"American Pimento Loaf","One Day Sale",Food,1,"Daily Paper, Radio, TV",1,1,11729.00000000,8.2800
"American Pimento Loaf","Price Smashers",Food,1,TV,1,2,14524.00000000,5.5200
"American Pimento Loaf","Sales Days",Food,1,"Daily Paper, Radio, TV",1,3,9771.00000000,8.2800
"American Pimento Loaf","Sales Galore",Food,1,"Bulk Mail",1,2,9655.00000000,11.0400
"American Pimento Loaf","Shelf Clearing Days",Food,1,Radio,1,3,9977.00000000,11.0400
"American Pimento Loaf","Super Duper Savers",Food,1,"Cash Register Handout",1,4,12950.00000000,8.2800
"American Pimento Loaf","Super Savers",Food,1,"In-Store Coupon",1,4,13466.00000000,11.0400
"American Pimento Loaf","Super Wallet Savers",Food,1,"Cash Register Handout",1,2,14019.00000000,11.0400
"American Pimento Loaf","Super Wallet Savers",Food,1,"Daily Paper, Radio",1,4,10914.00000000,8.2800
"American Pimento Loaf","You Save Days",Food,1,TV,1,2,10822.00000000,16.5600
"American Potato Salad","'No Promotion",Food,1,"No Media",0,0,0.00000000,165.8500
"American Potato Salad","Big Promo",Food,1,"Sunday Paper",1,2,5112.00000000,3.1000
"American Potato Salad","Cash Register Lottery",Food,1,"Daily Paper, Radio, TV",1,29,5559.00000000,4.6500
"American Potato Salad","Double Down Sale",Food,1,"Daily Paper, Radio",1,4,6267.00000000,4.6500
"American Potato Salad","Green Light Days",Food,1,"Street Handout",1,2,13342.00000000,6.2000
"American Potato Salad","High Roller Savings",Food,1,"Daily Paper",1,4,10184.00000000,10.8500
"American Potato Salad","Money Savers",Food,1,"Cash Register Handout",1,4,5301.00000000,10.8500
"American Potato Salad","Price Destroyers",Food,1,"Sunday Paper",1,3,12144.00000000,6.2000
"American Potato Salad","Sales Days",Food,1,"Daily Paper",1,1,6271.00000000,4.6500
"American Potato Salad","Sales Galore",Food,1,"Product Attachment",1,3,14908.00000000,4.6500
"American Potato Salad","Savings Galore",Food,1,"Sunday Paper, Radio, TV",1,1,6165.00000000,4.6500
"American Potato Salad","Super Duper Savers",Food,1,"Cash Register Handout",1,4,12950.00000000,4.6500
"American Potato Salad","Super Duper Savers",Food,1,"Daily Paper",1,1,10091.00000000,4.6500
"American Potato Salad","Super Savers",Food,1,"Sunday Paper, Radio",1,2,6499.00000000,3.1000
"American Potato Salad","Unbeatable Price Savers",Food,1,"Daily Paper, Radio, TV",1,3,13777.00000000,3.1000
"American Potato Salad","You Save Days",Food,1,"Bulk Mail",1,4,13181.00000000,3.1000
"American Roasted Chicken","'No Promotion",Food,1,"No Media",0,0,0.00000000,305.9100
"American Roasted Chicken","Big Promo",Food,1,"Cash Register Handout",1,2,12388.00000000,8.9100
"American Roasted Chicken","Cash Register Lottery",Food,1,"Daily Paper, Radio",1,29,5986.00000000,20.7900
"American Roasted Chicken","Dimes Off",Food,1,"Daily Paper, Radio, TV",1,2,9647.00000000,11.8800
"American Roasted Chicken","Double Down Sale",Food,1,"Daily Paper",1,1,5596.00000000,11.8800
"American Roasted Chicken","Go For It",Food,1,Radio,1,3,12403.00000000,14.8500
"American Roasted Chicken","Green Light Days",Food,1,"Daily Paper",1,2,6627.00000000,11.8800
"American Roasted Chicken","Mystery Sale",Food,1,"Bulk Mail",1,2,8497.00000000,8.9100
"American Roasted Chicken","Mystery Sale",Food,1,"Sunday Paper, Radio",1,3,9700.00000000,8.9100
"American Roasted Chicken","Price Cutters",Food,1,Radio,1,2,13399.00000000,5.9400
"American Roasted Chicken","Price Destroyers",Food,1,TV,1,2,13592.00000000,8.9100
"American Roasted Chicken","Sale Winners",Food,1,"Daily Paper",1,4,8959.00000000,8.9100
"American Roasted Chicken","Sales Galore",Food,1,"Bulk Mail",1,2,9655.00000000,8.9100
"American Roasted Chicken","Sales Galore",Food,1,"Product Attachment",1,3,14908.00000000,8.9100
"American Roasted Chicken","Saving Days",Food,1,"Daily Paper, Radio",1,2,11836.00000000,11.8800
"American Roasted Chicken","Shelf Emptiers",Food,1,"Daily Paper, Radio, TV",1,3,10789.00000000,8.9100
"American Roasted Chicken","Two Day Sale",Food,1,"Daily Paper",1,3,10365.00000000,8.9100
"American Roasted Chicken","Unbeatable Price Savers",Food,1,"Product Attachment",1,4,12436.00000000,8.9100
"American Roasted Chicken","Weekend Markdown",Food,1,"In-Store Coupon",1,1,13590.00000000,5.9400
"American Roasted Chicken","You Save Days",Food,1,"Sunday Paper",1,4,5127.00000000,8.9100
"American Sliced Chicken","'No Promotion",Food,1,"No Media",0,0,0.00000000,77.2900
"American Sliced Chicken","Bye Bye Baby",Food,1,TV,1,4,6292.00000000,1.7700
"American Sliced Chicken","Cash Register Lottery",Food,1,"Daily Paper, Radio",1,29,5986.00000000,2.9500
"American Sliced Chicken","Dollar Days",Food,1,"Daily Paper, Radio",1,3,13881.00000000,2.3600
"American Sliced Chicken","Double Down Sale",Food,1,"Daily Paper, Radio",1,4,6267.00000000,2.9500
"American Sliced Chicken","Money Savers",Food,1,"Cash Register Handout",1,4,5301.00000000,2.3600
"American Sliced Chicken","One Day Sale",Food,1,"Daily Paper, Radio, TV",1,1,11729.00000000,2.3600
"American Sliced Chicken","One Day Sale",Food,1,"In-Store Coupon",1,2,9307.00000000,1.7700
"American Sliced Chicken","Price Destroyers",Food,1,"Daily Paper, Radio, TV",1,3,5827.00000000,1.7700
"American Sliced Chicken","Sales Days",Food,1,"Street Handout",1,2,13982.00000000,1.1800
"American Sliced Chicken","Sales Galore",Food,1,"Product Attachment",1,3,14908.00000000,1.1800
"American Sliced Chicken","Save-It Sale",Food,1,"Daily Paper, Radio, TV",1,3,8937.00000000,3.5400
"American Sliced Chicken","Three for One",Food,1,"Sunday Paper",1,2,11825.00000000,2.3600
"American Sliced Ham","'No Promotion",Food,0,"No Media",0,0,0.00000000,444.3600
"American Sliced Ham","Bye Bye Baby",Food,0,"Sunday Paper, Radio, TV",1,3,9528.00000000,5.5200
"American Sliced Ham","Cash Register Lottery",Food,0,"Daily Paper, Radio",1,29,5986.00000000,11.0400
"American Sliced Ham","Dollar Days",Food,0,"Daily Paper, Radio",1,3,13881.00000000,11.0400
"American Sliced Ham","Green Light Days",Food,0,"Daily Paper",1,2,6627.00000000,8.2800
"American Sliced Ham","Green Light Days",Food,0,"Street Handout",1,2,13342.00000000,8.2800
"American Sliced Ham","Green Light Special",Food,0,"In-Store Coupon",1,2,12302.00000000,8.2800
"American Sliced Ham","High Roller Savings",Food,0,"Daily Paper",1,4,10184.00000000,16.5600
"American Sliced Ham","Pick Your Savings",Food,0,"Sunday Paper",1,3,6725.00000000,8.2800
"American Sliced Ham","Price Smashers",Food,0,"Product Attachment",1,3,13823.00000000,8.2800
"American Sliced Ham","Price Winners",Food,0,"Cash Register Handout",1,3,9521.00000000,5.5200
"American Sliced Ham","Saving Days",Food,0,"Daily Paper, Radio",1,2,11836.00000000,8.2800
"American Sliced Ham","Savings Galore",Food,0,"Sunday Paper, Radio",1,4,10526.00000000,2.7600
"American Sliced Ham","Savings Galore",Food,0,"Sunday Paper, Radio, TV",1,1,6165.00000000,5.5200
"American Sliced Ham","Two for One",Food,0,"Bulk Mail",1,2,8642.00000000,11.0400
"American Sliced Ham","Unbeatable Price Savers",Food,0,"Daily Paper",1,3,10430.00000000,8.2800
"American Sliced Ham","You Save Days",Food,0,"Bulk Mail",1,4,13181.00000000,11.0400
"American Sliced Turkey","'No Promotion",Food,0,"No Media",0,0,0.00000000,402.5900
"American Sliced Turkey","Best Savings",Food,0,Radio,1,4,13141.00000000,6.3400
"American Sliced Turkey","Big Promo",Food,0,"Cash Register Handout",1,2,12388.00000000,22.1900
"American Sliced Turkey","Big Promo",Food,0,"Sunday Paper",1,2,5112.00000000,12.6800
"American Sliced Turkey","Cash Register Lottery",Food,0,"Daily Paper, Radio, TV",1,29,5559.00000000,9.5100
"American Sliced Turkey","Dollar Cutters",Food,0,"Daily Paper, Radio, TV",1,2,14418.00000000,12.6800
"American Sliced Turkey","Dollar Days",Food,0,"Daily Paper, Radio",1,3,13881.00000000,9.5100
"American Sliced Turkey","Free For All",Food,0,"Street Handout",1,1,5518.00000000,9.5100
"American Sliced Turkey","Go For It",Food,0,"Daily Paper, Radio, TV",1,4,10055.00000000,6.3400
"American Sliced Turkey","Price Cutters",Food,0,"Product Attachment",1,4,12920.00000000,12.6800
"American Sliced Turkey","Price Savers",Food,0,"Cash Register Handout",1,3,12820.00000000,9.5100
"American Sliced Turkey","Price Slashers",Food,0,"Sunday Paper, Radio, TV",1,3,10044.00000000,6.3400
"American Sliced Turkey","Price Smashers",Food,0,"Product Attachment",1,3,13823.00000000,9.5100
"American Sliced Turkey","Super Duper Savers",Food,0,"Cash Register Handout",1,4,12950.00000000,12.6800
"American Sliced Turkey","Super Wallet Savers",Food,0,"Cash Register Handout",1,2,14019.00000000,9.5100
"American Sliced Turkey","Super Wallet Savers",Food,0,"Daily Paper, Radio",1,4,10914.00000000,9.5100
"American Sliced Turkey","Two Day Sale",Food,0,"Sunday Paper",1,3,12688.00000000,9.5100
"American Sliced Turkey","Weekend Markdown",Food,0,"Street Handout",1,2,5337.00000000,12.6800
"American Turkey Hot Dogs","'No Promotion",Food,1,"No Media",0,0,0.00000000,287.7000
"American Turkey Hot Dogs","Big Time Discounts",Food,1,"Daily Paper",1,2,8186.00000000,13.7000
"American Turkey Hot Dogs","Cash Register Lottery",Food,1,"Daily Paper, Radio",1,29,5986.00000000,5.4800
"American Turkey Hot Dogs","Cash Register Lottery",Food,1,"Daily Paper, Radio, TV",1,29,5559.00000000,19.1800
"American Turkey Hot Dogs","Cash Register Lottery",Food,1,"Sunday Paper, Radio",1,29,12361.00000000,19.1800
"American Turkey Hot Dogs","Double Down Sale",Food,1,"Street Handout",1,2,9085.00000000,8.2200
"American Turkey Hot Dogs","High Roller Savings",Food,1,"Daily Paper",1,4,10184.00000000,24.6600
"American Turkey Hot Dogs","One Day Sale",Food,1,"In-Store Coupon",1,2,9307.00000000,19.1800
"American Turkey Hot Dogs","Price Destroyers",Food,1,TV,1,2,13592.00000000,8.2200
"American Turkey Hot Dogs","Sales Days",Food,1,"Daily Paper, Radio, TV",1,3,9771.00000000,8.2200
"American Turkey Hot Dogs","Super Duper Savers",Food,1,"Cash Register Handout",1,4,12950.00000000,8.2200
"American Turkey Hot Dogs","Three for One",Food,1,"Sunday Paper",1,2,11825.00000000,8.2200
"American Turkey Hot Dogs","Two Day Sale",Food,1,"Daily Paper, Radio",1,4,11252.00000000,8.2200
"American Turkey Hot Dogs","Unbeatable Price Savers",Food,1,"Product Attachment",1,4,12436.00000000,19.1800
"American Turkey Hot Dogs","You Save Days",Food,1,TV,1,2,10822.00000000,8.2200
"Amigo Lox","'No Promotion",Food,1,"No Media",0,0,0.00000000,378.8800
"Amigo Lox","Price Slashers",Food,1,"Sunday Paper, Radio, TV",1,1,8621.00000000,8.8800
"Amigo Lox","Price Slashers",Food,1,"Sunday Paper, Radio, TV",1,3,10044.00000000,11.8400
"Amigo Lox","Sales Days",Food,1,"Daily Paper, Radio, TV",1,3,9771.00000000,20.7200
"Amigo Lox","Saving Days",Food,1,"Daily Paper, Radio",1,2,11836.00000000,17.7600
"Amigo Lox","Shelf Emptiers",Food,1,"Daily Paper, Radio, TV",1,3,10789.00000000,11.8400
"Amigo Lox","Super Wallet Savers",Food,1,"Cash Register Handout",1,2,14019.00000000,8.8800
"Amigo Lox","Super Wallet Savers",Food,1,"Daily Paper, Radio",1,4,10914.00000000,8.8800
"Amigo Lox","Three for One",Food,1,"Product Attachment",1,3,12247.00000000,8.8800
"Amigo Lox","Two Day Sale",Food,1,"Daily Paper, Radio",1,4,11252.00000000,8.8800
"Amigo Lox","Two Day Sale",Food,1,"Sunday Paper",1,3,12688.00000000,8.8800
"Amigo Lox","You Save Days",Food,1,"Bulk Mail",1,4,13181.00000000,14.8000
"Amigo Lox","You Save Days",Food,1,TV,1,2,10822.00000000,8.8800
"Amigo Scallops","'No Promotion",Food,0,"No Media",0,0,0.00000000,438.0300
"Amigo Scallops","Big Promo",Food,0,"Sunday Paper",1,2,5112.00000000,8.3700
"Amigo Scallops","Double Down Sale",Food,0,"Daily Paper, Radio",1,4,6267.00000000,16.7400
"Amigo Scallops","Double Your Savings",Food,0,Radio,1,2,9443.00000000,16.7400
"Amigo Scallops","Go For It",Food,0,"Daily Paper, Radio, TV",1,4,10055.00000000,8.3700
"Amigo Scallops","Green Light Days",Food,0,"Street Handout",1,2,13342.00000000,5.5800
