Placa;Fecha;Distancia Recorrida (Km);Tiempo de Actividad;Velocidad Promedio;Maxima Velocidad;Fuera del rango de velocidad;Frenada Fuerte;Aceleracion Fuerte;Tiempo Ralenti
SSQ216;13/07/2018;599;13,56666667;51,2;64,5;0;0;0;0,566666667
SSQ335;13/07/2018;52,64;2,016666667;37,6;59,2;0;0;0;0
SSQ182;13/07/2018;22,18;1,866666667;37,3;68,5;0;0;0;0
SSQ504;13/07/2018;225,4;7,216666667;41,5;61,8;0;0;0;0,133333333
SSQ034;13/07/2018;0;0,166666667;0;0;0;0;0;0
SSQ089;13/07/2018;57,3;2,466666667;41,3;72,2;0;0;0;0
SST850;13/07/2018;93,38;3,833333333;29,5;62,9;0;0;0;0
SSQ032;13/07/2018;304,46;7,35;48,2;70,3;0;0;0;0
SSQ226;13/07/2018;184,9;7,45;35,9;71,8;0;0;0;0,633333333
XIE694;13/07/2018;449,9;14,41666667;38,8;69,6;0;1;0;0
SST804;13/07/2018;0;0;0;0;0;0;0;0
TUL498;13/07/2018;609,67;12,85;54,9;79,5;0;0;0;0
SST842;13/07/2018;0;0;0;0;0;0;0;0
6YG00735;13/07/2018;0;0;0;0;0;0;0;0
K8614;13/07/2018;0,9;3,383333333;7,2;11,4;0;0;0;1,266666667
KUM812;13/07/2018;0;0;0;0;0;0;0;0
KJB448;13/07/2018;22,75;1,566666667;24,3;66,6;0;0;0;0
KJB482;13/07/2018;9,65;0,833333333;20,1;68,5;0;0;0;0
KJB485;13/07/2018;0;0;0;0;0;0;0;0
SSQ517;13/07/2018;209;9,5;46,9;79,7;0;3;0;0
VJK172;13/07/2018;0;0,866666667;0;0;0;0;0;0,433333333
VJK173;13/07/2018;110,23;7,516666667;36,8;64,8;0;0;0;0
SSQ233;13/07/2018;46,8;2;37,6;59,5;0;0;0;0
WEO953;13/07/2018;425,4;9,283333333;51,5;75,5;0;0;0;0
SSQ154;13/07/2018;0;0;0;0;0;0;0;0
SSQ278;13/07/2018;93;2,85;46,1;75,2;0;0;0;0
SSQ270;13/07/2018;116,86;4,366666667;39,8;75,9;0;0;0;0
SSP992;13/07/2018;0,12;1,016666667;0;0;0;0;0;0
SXU799;13/07/2018;52,73;1,616666667;39,6;59,2;0;0;0;0
SSQ219;13/07/2018;7,41;0,766666667;36,9;62,9;0;0;0;0
SXV541;13/07/2018;0,06;5,616666667;0;0;0;0;0;0
SSQ135;14/07/2018;94,54;3,283333333;53,3;79,5;0;0;0;0
XIE683;14/07/2018;17,38;6,2;14,7;29,6;0;0;0;0
SSQ015;14/07/2018;48,06;2,25;45;70,3;0;0;0;0
TUL304;14/07/2018;60,9;4,283333333;37,1;68,1;0;0;0;0,2
SSQ271;14/07/2018;0;0;0;0;0;0;0;0
SSQ130;14/07/2018;59,9;2,9;34,3;59,2;0;0;0;0
SST812;14/07/2018;42,7;4,283333333;24,4;73,5;0;0;0;0,15
TUL658;14/07/2018;63,83;2,45;41,9;74;0;0;0;0
T2376;14/07/2018;12,39;15,13333333;18;35,1;0;0;0;0
SSQ093;14/07/2018;0;0;0;0;0;0;0;0
SMK784;14/07/2018;192,6;8,066666667;43,8;71,3;0;0;0;0
SON561;14/07/2018;0;0;0;0;0;0;0;0
SSQ137;14/07/2018;0,04;0,083333333;0;0;0;0;0;0
SSQ185;14/07/2018;0;0;0;0;0;0;0;0
SSQ225;14/07/2018;0;0;0;0;0;0;0;0
SST784;14/07/2018;0;0;0;0;0;0;0;0
SST793;14/07/2018;0;0;0;0;0;0;0;0
SST794;14/07/2018;0;0;0;0;0;0;0;0
SST799;14/07/2018;0;0;0;0;0;0;0;0
SST806;14/07/2018;0;0;0;0;0;0;0;0
SST848;14/07/2018;0;0;0;0;0;0;0;0
SXU687;14/07/2018;0;0;0;0;0;0;0;0
SXU997;14/07/2018;0;0;0;0;0;0;0;0
SZV599;14/07/2018;0;0;0;0;0;0;0;0
SZV601;14/07/2018;0;0;0;0;0;0;0;0
TUL659;14/07/2018;0;0;0;0;0;0;0;0
XIE692;14/07/2018;0;0;0;0;0;0;0;0
XJA060;14/07/2018;0;0;0;0;0;0;0;0
XJA409;14/07/2018;0;0;0;0;0;0;0;0
SSP974;14/07/2018;0;0;0;0;0;0;0;0
SSQ234;14/07/2018;116,55;4,883333333;46,4;70,3;0;0;0;0
SST852;14/07/2018;143,8;15,58333333;30,4;66,5;0;0;0;0
SSQ519;14/07/2018;5,8;0,8;18,6;40,2;0;0;0;0,133333333
SSQ516;14/07/2018;30,64;5,5;26,2;64,8;0;0;0;0
SSP995;14/07/2018;432,8;11,61666667;45,9;77,7;0;0;0;0
TRL720;14/07/2018;199,6;5,483333333;43,5;71,1;0;0;0;0,05
SST808;14/07/2018;32;2,116666667;32,7;68,1;0;7;0;0
SSQ505;14/07/2018;123,5;7,316666667;28,2;63,4;0;0;0;0,016666667
SMK871;14/07/2018;0,12;0,1;5,6;5,6;0;0;0;0
131404;14/07/2018;0;0;0;0;0;0;0;0
XIE470;14/07/2018;0;0;0;0;0;0;0;0
SSQ227;14/07/2018;47,77;1,783333333;34,3;62,9;0;0;0;0
TGM572;14/07/2018;30,41;1,266666667;49,4;75,9;0;0;0;0
SSQ180;14/07/2018;176;6,2;45,4;74,7;0;0;0;0,733333333
SST847;14/07/2018;48,35;3,366666667;23,2;46,2;0;0;0;0
SSQ010;14/07/2018;225,21;12,93333333;21,6;57,4;0;0;0;0
SSQ129;14/07/2018;0;0;0;0;0;0;0;0
SSQ139;14/07/2018;178,78;19,78333333;18;40,7;0;0;0;0
SMK745;14/07/2018;90,94;2,1;53,3;68,5;0;0;0;0
SST788;14/07/2018;0;0;0;0;0;0;0;0
SSQ220;14/07/2018;86,7;5,983333333;19,3;39;0;0;0;2,2
SSP993;14/07/2018;168,94;4,633333333;40,9;62,9;0;0;0;0
SST835;14/07/2018;0,08;2,483333333;0;0;0;0;0;0
SSQ017;14/07/2018;13,5;1,366666667;26,2;62,9;0;0;0;0
SST853;14/07/2018;0;0;0;0;0;0;0;0
SSQ005;14/07/2018;53,05;2,066666667;39,8;66,6;0;0;0;0
SXU686;14/07/2018;240;8,933333333;40,9;67,4;0;0;0;0
XIE691;14/07/2018;0,1;0,2;16;16;0;0;0;0
SSQ223;14/07/2018;0;0;0;0;0;0;0;0
SSQ014;14/07/2018;133,88;6,333333333;31,6;62,9;0;0;0;0
SSQ091;14/07/2018;145,15;4,433333333;46;70,3;0;0;0;0
SSQ215;14/07/2018;54,28;4,266666667;32,6;59,2;0;0;0;0
SSQ183;14/07/2018;0;0;0;0;0;0;0;0
SSQ228;14/07/2018;239,01;10,56666667;24,8;61,1;0;0;0;0
SSQ086;14/07/2018;170,7;6,3;42,8;74,6;0;0;0;0,066666667
SSQ155;14/07/2018;0;0;0;0;0;0;0;0
SST856;14/07/2018;0;23,98333333;57,4;57,4;0;0;0;0
WCT672;14/07/2018;361,6;8,566666667;50,4;83,7;1;0;0;0,083333333
SSQ133;14/07/2018;58,71;2,2;35,2;61,1;0;0;0;0
SSQ157;14/07/2018;168,05;4,016666667;48,5;62,9;0;0;0;0
SSQ158;14/07/2018;0;0;0;0;0;0;0;0
SSQ184;14/07/2018;39,08;2,55;38,2;68,5;0;0;0;0
SSQ275;14/07/2018;281,3;8,383333333;41,7;68;0;0;0;0
SSQ218;14/07/2018;0;0;0;0;0;0;0;0
SSQ298;14/07/2018;20,15;1,016666667;32,9;68,5;0;0;0;0
SSQ520;14/07/2018;173,7;6,433333333;36;65,4;0;0;0;0,416666667
SSP990;14/07/2018;14,05;2,783333333;16,8;46,2;0;0;0;0
SSQ008;14/07/2018;352,15;15;24,3;57,4;0;0;0;0
SSQ126;14/07/2018;0;0;0;0;0;0;0;0
SSQ018;14/07/2018;0;0,033333333;0;0;0;0;0;0
SSQ187;14/07/2018;0;0;0;0;0;0;0;0
SSQ131;14/07/2018;0;0;0;0;0;0;0;0
SSQ000;14/07/2018;425,11;12,11666667;38,1;70,3;0;0;0;0
SSQ221;14/07/2018;85,27;2,466666667;40,9;66,6;0;0;0;0
SSQ274;14/07/2018;229,6;8,083333333;44,7;66,6;0;0;0;0
SST798;14/07/2018;0,13;1,833333333;0;0;0;0;0;0
SST787;14/07/2018;292,4;6,25;55,7;74,3;0;0;0;0
SSQ031;14/07/2018;193,85;8,533333333;46;75,9;0;0;0;0
SST789;14/07/2018;143,31;4,666666667;37,1;62,9;0;0;0;0
TRL815;14/07/2018;99,2;4,033333333;35,4;69,1;0;0;0;0,183333333
SST810;14/07/2018;482,19;12,5;47;74;0;0;0;0
SSP988;14/07/2018;557;10,26666667;56,7;77;0;0;0;0
SSQ132;14/07/2018;340,02;10;41,9;70,3;0;0;0;0
SSQ518;14/07/2018;45,5;17,68333333;24,4;63,6;0;0;0;15,28333333
SXU801;14/07/2018;0,12;0,283333333;0;0;0;0;0;0
SSQ164;14/07/2018;89,04;3,983333333;45;72,2;0;0;0;0
SSQ269;14/07/2018;70,1;13,03333333;24,5;69,5;0;0;0;0
TFU029;14/07/2018;101;9,5;43,9;73,1;0;0;0;6,533333333
SSQ165;14/07/2018;66,41;10,76666667;12,4;27,8;0;0;0;0
T2124;14/07/2018;0;0;0;0;0;0;0;0
MI036046;14/07/2018;0;5,966666667;0;0;0;0;0;5,283333333
63003243;14/07/2018;0;0;0;0;0;0;0;0
52506011;14/07/2018;0;2,883333333;0;0;0;0;0;2,716666667
MI036047;14/07/2018;0;0,866666667;12,5;17;0;0;0;0,416666667
WDP400;14/07/2018;106,59;2,666666667;44,8;77,7;0;0;0;0
SSQ138;14/07/2018;56,66;1,883333333;41,7;61,1;0;0;0;0
SSP973;14/07/2018;138,79;4,133333333;49,5;75,9;0;0;0;0
SSQ295;14/07/2018;461,06;12,65;46,1;79,5;0;0;0;0
SSQ216;14/07/2018;351,1;10,08333333;55,2;76;0;0;0;1,166666667
SSQ335;14/07/2018;225,81;7,083333333;42;64,8;0;0;0;0
SSQ182;14/07/2018;0;0;0;0;0;0;0;0
SSQ504;14/07/2018;23,8;2,516666667;23,5;48,9;0;0;0;0,033333333
SSQ034;14/07/2018;0;0;0;0;0;0;0;0
SSQ089;14/07/2018;413,19;10,88333333;45,6;70,3;0;0;0;0
SST850;14/07/2018;141,4;4,966666667;41,7;66,6;0;0;0;0
SSQ032;14/07/2018;201,87;10,83333333;21,2;57,4;0;0;0;0
SSQ226;14/07/2018;38,6;2,983333333;33,6;71;0;0;0;0,1
XIE694;14/07/2018;59,3;3,033333333;29,5;64,8;0;0;0;0
SST804;14/07/2018;32,1;2,6;30,2;68,5;0;0;0;0
TUL498;14/07/2018;586,4;8,483333333;56,8;77,7;0;0;0;0
SST842;14/07/2018;0;0;0;0;0;0;0;0
6YG00735;14/07/2018;0;0;0;0;0;0;0;0
K8614;14/07/2018;0,8;2,816666667;7,6;15,5;0;0;0;0,9
KUM812;14/07/2018;0;0;0;0;0;0;0;0
KJB448;14/07/2018;0;0;0;0;0;0;0;0
KJB482;14/07/2018;0,23;0,116666667;7,4;11,1;0;0;0;0
KJB485;14/07/2018;0;0;0;0;0;0;0;0
SSQ517;14/07/2018;23,6;3,883333333;21,6;60,5;0;0;0;0
VJK172;14/07/2018;0;0;0;0;0;0;0;0
VJK173;14/07/2018;0;0;0;0;0;0;0;0
SSQ233;14/07/2018;157,1;4,65;50,5;71,5;0;0;0;0
WEO953;14/07/2018;0;0,016666667;0;0;0;0;0;0
SSQ154;14/07/2018;0,24;1,266666667;6,5;7,4;0;0;0;0
SSQ278;14/07/2018;53,2;2,816666667;35,1;61,5;0;0;0;0,1
SSQ270;14/07/2018;0,1;0,583333333;5,6;5,6;0;0;0;0
SSP992;14/07/2018;0;0;0;0;0;0;0;0
SXU799;14/07/2018;237,74;6,383333333;43,7;75,9;0;0;0;0
SSQ219;14/07/2018;7,38;0,6;42,5;66,6;0;0;0;0
SXV541;14/07/2018;0,08;0,183333333;0;0;0;0;0;0
SSQ135;15/07/2018;110,86;3,316666667;44,6;66,6;0;0;0;0
XIE683;15/07/2018;0,02;0,4;0;0;0;0;0;0
SSQ015;15/07/2018;46,53;2,366666667;47,3;70,3;0;0;0;0
TUL304;15/07/2018;42,9;4,85;23,7;45,8;0;0;0;0,410555556
SSQ271;15/07/2018;47,36;1,833333333;43,4;68,5;0;0;0;0
SSQ130;15/07/2018;243,49;7,35;42;66,6;0;0;0;0
SST812;15/07/2018;314;9,3;43,4;79,6;0;0;0;0,1
TUL658;15/07/2018;0;0;0;0;0;0;0;0
T2376;15/07/2018;0,02;21,83333333;0;0;0;0;0;0
SSQ093;15/07/2018;0;0;0;0;0;0;0;0
SMK784;15/07/2018;0;0;0;0;0;0;0;0
SON561;15/07/2018;0;0;0;0;0;0;0;0
SSQ137;15/07/2018;0;0;0;0;0;0;0;0
SSQ185;15/07/2018;0;0;0;0;0;0;0;0
SSQ225;15/07/2018;0;0;0;0;0;0;0;0
SST784;15/07/2018;0;0;0;0;0;0;0;0
SST793;15/07/2018;0;0;0;0;0;0;0;0
SST794;15/07/2018;0;0;0;0;0;0;0;0
SST799;15/07/2018;0;0;0;0;0;0;0;0
SST806;15/07/2018;0;0;0;0;0;0;0;0
SST848;15/07/2018;0;0;0;0;0;0;0;0
SXU687;15/07/2018;0;0;0;0;0;0;0;0
SXU997;15/07/2018;0;0;0;0;0;0;0;0
SZV599;15/07/2018;0;0;0;0;0;0;0;0
SZV601;15/07/2018;0;0;0;0;0;0;0;0
TUL659;15/07/2018;0;0;0;0;0;0;0;0
XIE692;15/07/2018;0;0;0;0;0;0;0;0
XJA060;15/07/2018;0;0;0;0;0;0;0;0
XJA409;15/07/2018;0;0;0;0;0;0;0;0
SSP974;15/07/2018;0;0;0;0;0;0;0;0
SSQ234;15/07/2018;4,07;1,416666667;18,9;46,2;0;0;0;0
SST852;15/07/2018;142;12,83333333;24,3;64,7;0;0;0;0
SSQ519;15/07/2018;0;0;0;0;0;0;0;0
SSQ516;15/07/2018;177,33;8,133333333;30,3;68,5;0;0;0;0
SSP995;15/07/2018;149,1;3,533333333;56,4;77,7;0;0;0;0
TRL720;15/07/2018;107,8;2,816666667;46,8;65;0;0;0;0,05
SST808;15/07/2018;0;0;0;0;0;0;0;0
SSQ505;15/07/2018;320;9,4;31,1;70,4;0;0;0;0,216666667
SMK871;15/07/2018;144,81;2,4;69,3;75,9;0;0;0;0
131404;15/07/2018;0;0;0;0;0;0;0;0
XIE470;15/07/2018;0;0;0;0;0;0;0;0
SSQ227;15/07/2018;140,37;4,683333333;38,1;68,5;0;0;0;0
TGM572;15/07/2018;0,04;0;0;0;0;0;0;0
SSQ180;15/07/2018;25,7;1,75;38;63,4;0;0;0;0,366666667
SST847;15/07/2018;58,36;7,8;22,4;46,2;0;0;0;0
SSQ010;15/07/2018;210,23;12,95;21;57,4;0;0;0;0
SSQ129;15/07/2018;0;0;0;0;0;0;0;0
SSQ139;15/07/2018;37,85;3,05;22,9;40,7;0;0;0;0
SMK745;15/07/2018;53,59;2,283333333;38,3;61,1;0;0;0;0
SST788;15/07/2018;0;0;0;0;0;0;0;0
SSQ220;15/07/2018;88,4;6,35;24,2;52,1;0;0;0;0,6
SSP993;15/07/2018;0;0;0;0;0;0;0;0
SST835;15/07/2018;73,94;3,616666667;18,1;50;0;0;0;0
SSQ017;15/07/2018;243,16;7,05;40,3;68,5;0;0;0;0
SST853;15/07/2018;42,04;2,116666667;39,9;66,6;0;0;0;0
SSQ005;15/07/2018;98,76;3,633333333;35;61,1;0;0;0;0
SXU686;15/07/2018;268,4;8,833333333;40,8;67,6;0;0;0;0
XIE691;15/07/2018;0;0;0;0;0;0;0;0
SSQ223;15/07/2018;0;0;0;0;0;0;0;0
SSQ014;15/07/2018;99,42;6,416666667;36,7;72,2;0;0;0;0
SSQ091;15/07/2018;253,73;8;39,9;66,6;0;0;0;0
SSQ215;15/07/2018;236,33;7,15;42,4;66,6;0;0;0;0
SSQ183;15/07/2018;0;0;0;0;0;0;0;0
SSQ228;15/07/2018;91,07;3,583333333;42,5;70,3;0;0;0;0
SSQ086;15/07/2018;85,4;4,283333333;30,1;74,4;0;0;0;0
SSQ155;15/07/2018;0;0;0;0;0;0;0;0
SST856;15/07/2018;0;23,98333333;57,4;57,4;0;0;0;0
WCT672;15/07/2018;260,2;6,433333333;53,8;71,5;0;0;0;0,166666667
SSQ133;15/07/2018;176,76;9,766666667;40,2;68,5;0;0;0;0
SSQ157;15/07/2018;0;0;0;0;0;0;0;0
SSQ158;15/07/2018;0;0;0;0;0;0;0;0
SSQ184;15/07/2018;0;0;0;0;0;0;0;0
SSQ275;15/07/2018;49,4;2,333333333;33,8;59,3;0;0;0;0
SSQ218;15/07/2018;0;0;0;0;0;0;0;0
SSQ298;15/07/2018;145,71;5,333333333;43,3;70,3;0;0;0;0
SSQ520;15/07/2018;269,4;7,65;39,9;64,6;0;0;0;0,266666667
SSP990;15/07/2018;129,41;4,5;40,4;66,6;0;0;0;0
SSQ008;15/07/2018;135,82;7,75;19,6;38,9;0;0;0;0
SSQ126;15/07/2018;71,46;2,266666667;47,4;72,2;0;0;0;0
SSQ018;15/07/2018;91,22;3,016666667;37,4;62,9;0;0;0;0
SSQ187;15/07/2018;0;0;0;0;0;0;0;0
SSQ131;15/07/2018;0;0;0;0;0;0;0;0
SSQ000;15/07/2018;237,31;5,033333333;49,9;68,5;0;0;0;0
SSQ221;15/07/2018;229,1;13,18333333;21,3;66,6;0;0;0;0
SSQ274;15/07/2018;5,66;2,983333333;28,1;66,6;0;0;0;0
SST798;15/07/2018;0;0;0;0;0;0;0;0
SST787;15/07/2018;133,1;4,316666667;43,6;71,7;0;0;0;0
SSQ031;15/07/2018;0;0;0;0;0;0;0;0
SST789;15/07/2018;27,07;0,833333333;50,2;68,5;0;0;0;0
TRL815;15/07/2018;123,5;4,1;36,1;69,8;0;0;0;0,166666667
SST810;15/07/2018;0,17;0,166666667;5,6;5,6;0;0;0;0
SSP988;15/07/2018;479,2;11,61666667;52,3;91,6;0;0;0;0,05
SSQ132;15/07/2018;2,69;0,883333333;15,3;53,7;0;0;0;0
SSQ518;15/07/2018;363,7;22,55;39,9;75,2;0;0;0;13,16666667
SXU801;15/07/2018;0;0;0;0;0;0;0;0
SSQ164;15/07/2018;197,65;11,18333333;22;70,3;0;0;0;0
SSQ269;15/07/2018;70,3;13,43333333;21;47,8;0;0;0;0
TFU029;15/07/2018;0;0;0;0;0;0;0;0
SSQ165;15/07/2018;63,32;5,916666667;19;35,1;0;0;0;0
T2124;15/07/2018;0;0;0;0;0;0;0;0
MI036046;15/07/2018;0;6,716666667;0;0;0;0;0;6,133333333
63003243;15/07/2018;0;0;0;0;0;0;0;0
52506011;15/07/2018;0;0;0;0;0;0;0;0
MI036047;15/07/2018;0,1;4,216666667;0;0;0;0;0;2,75
WDP400;15/07/2018;238,12;6,983333333;42,7;74;0;0;0;0
SSQ138;15/07/2018;252,67;12,75;21,5;61,1;0;0;0;0
SSP973;15/07/2018;58,85;2,266666667;38,4;64,8;0;0;0;0
SSQ295;15/07/2018;10,28;0,483333333;38,6;70,3;0;0;0;0
SSQ216;15/07/2018;709,2;12,55;61,7;93,7;1;0;0;0,116666667
SSQ335;15/07/2018;78,55;2,383333333;41;61,1;0;0;0;0
SSQ182;15/07/2018;0;0;0;0;0;0;0;0
SSQ504;15/07/2018;0;0;0;0;0;0;0;0
SSQ034;15/07/2018;0;0;0;0;0;0;0;0
SSQ089;15/07/2018;195,09;14,18333333;24,5;61,1;0;0;0;0
SST850;15/07/2018;0;0;0;0;0;0;0;0
SSQ032;15/07/2018;120,09;6,733333333;21,7;44,4;0;0;0;0
SSQ226;15/07/2018;175,3;4,6;50,6;73,7;0;0;0;0,066666667
XIE694;15/07/2018;0;0;0;0;0;0;0;0
SST804;15/07/2018;155,77;6,45;28;75,9;0;0;0;0
TUL498;15/07/2018;0;0;0;0;0;0;0;0
SST842;15/07/2018;0;0;0;0;0;0;0;0
6YG00735;15/07/2018;0;0;0;0;0;0;0;0
K8614;15/07/2018;0;0;0;0;0;0;0;0
KUM812;15/07/2018;0;0;0;0;0;0;0;0
